name_track,artist_track,uri_track,popularity,tempo,genres
BLOKE,Daddy Yankee,spotify:track:4GTPtRKvv3smlg6LwQhyD5,50,110,"latin hip hop, reggaeton, trap latino, urbano latino"
Chance,Paulo Londra,spotify:track:2SJZdZ5DLtlRosJ2xHJJJa,64,138,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
More (feat. Chencho & Arcángel) - Remix,Zion,spotify:track:7EuYxt7VqSlP6coKIqIp7q,0,172,"reggaeton, urbano latino"
Camuflaje - Remix,Alexis y Fido,spotify:track:0WMHgm0TbAqzIp9Q0o588J,0,82,"latin hip hop, reggaeton, trap latino, urbano latino"
Ella Me Cautivo,J Balvin,spotify:track:09iJxFlCK7k2IJYwflXZ2m,0,107,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
De Ti Depende,Jory Boy,spotify:track:6eeqHHTCZjFiexBCTNZqff,0,176,"reggaeton, trap latino, urbano latino"
Matador,Jory Boy,spotify:track:2iIHvI9fUC309LLO73MALR,0,178,"reggaeton, trap latino, urbano latino"
Matador (Remix),Jory Boy,spotify:track:2BsAHJTXOf4NDI8hBUg1HB,0,89,"reggaeton, trap latino, urbano latino"
Fantasi,TINI,spotify:track:63GTuNSVLynH3n3PdqObgd,67,126,sleep
WOW BB,NATTI NATASHA,spotify:track:4fQAjk5sPe6ay04m5slBlU,62,128,"latin hip hop, reggaeton, trap latino, urbano latino"
Algoritmo,Jossef,spotify:track:6OS9c9i1KyokW9nWawoc8P,34,93,"reggaeton, urbano latino"
Me Necesitas,Darkiel,spotify:track:5Vi1N9U3IeUUOpZBuJOta2,21,96,"reggaeton, reggaeton flow, trap latino, urbano latino"
Pensar En Ti,Leodanysh,spotify:track:3dQUSnH2kbPPNUxmETVHdv,3,168,
"Yo Se Que Tu Quieres (Remix) [feat. Ñengo Flow, Farruko & Opi]",Sammy & Falsetto,spotify:track:2niHeyGke8R5tuzuBlqpan,26,180,"reggaeton, reggaeton flow, urbano latino"
Crazy Love,Don Rafaelo,spotify:track:4kiOyusZYCX0XMknSOuLtc,5,90,"banda, corrido, corridos clasicos, musica mexicana, norteno, sierreno"
La Pregunta,J Alvarez,spotify:track:6jcTvOGVULvYeiRNDNSr5z,63,172,"reggaeton, urbano latino"
Repeat,NATYASH,spotify:track:0nU2VdqH3GNbScAHfxaUM5,6,170,"dance pop, pop, post-teen pop"
Descontrol,Daddy Yankee,spotify:track:6QjEVK9HXDWHoqFzHWn7Mk,0,93,"latin hip hop, reggaeton, trap latino, urbano latino"
Camuflaje (Remix),Alexis y Fido & Arcangel y de la,spotify:track:1v8vVCEvDRWLguMrchtCQq,0,82,"latin hip hop, reggaeton, trap latino, urbano latino"
Algo Me Gusta De Ti,Wisin & Yandel,spotify:track:2FqoR7diymD1Eh7cVb3DMg,73,128,"electro latino, reggaeton, trap latino, urbano latino"
Chequea Cómo Se Siente (feat. Daddy Yankee),"Tito ""El Bambino""",spotify:track:7pKbfyXRZiHep2E9BXs3ZK,0,90,"latin hip hop, reggaeton, urbano latino"
Ahi Ahi Ahi,De La Ghetto,spotify:track:3pXm6bUCR2US1QN0XGYNvp,56,92,"reggaeton, reggaeton flow, trap latino, urbano latino"
Amor Prohibido - Remix,Baby Rasta & Gringo,spotify:track:77bK1920HNLb7RiJTYax7O,41,87,"reggaeton, salsa choke, urbano latino"
Energía,Alexis y Fido,spotify:track:6Z0LS8Qts9v9sR7N8yt7Ig,57,94,"latin hip hop, reggaeton, trap latino, urbano latino"
Es Un Secreto,Plan B,spotify:track:2qM1Uus4I6Yx2BGlIzXaI0,0,95,"houston rap, pop, rap, trap queen"
Hipnotízame,Wisin & Yandel,spotify:track:41IrY9OFcaWVnEojXftyVh,62,80,"electro latino, reggaeton, trap latino, urbano latino"
Bien Loco,Nova y Jory,spotify:track:4ObjArCiona7v0xbZ83rUZ,67,170,"reggaeton, urbano latino"
La Señal,Daddy Yankee,spotify:track:0Riv3ZAFLrVjhLBzEGOjUM,0,81,"latin hip hop, reggaeton, trap latino, urbano latino"
More,Zion,spotify:track:6FZCj8wIH1sDklyZH3DEUC,0,172,"reggaeton, urbano latino"
Llevo Tras de Ti,Plan B,spotify:track:0AcyzaV0ExtUN5cxgs5Cmq,38,168,"houston rap, pop, rap, trap queen"
Prrrum - Remix,Cosculluela,spotify:track:4HCsKNye8SYImpwXnurwmN,0,90,"latin hip hop, reggaeton, trap latino, urbano latino"
Si No Le Contesto,Plan B,spotify:track:6YyPA4dxemw23eGon3CjFX,0,95,"houston rap, pop, rap, trap queen"
Se Acabo El Amor,J Alvarez,spotify:track:3guP6eSg0StIWdaCUcSKCW,47,166,"reggaeton, urbano latino"
Cositas Que Haciamos,Farruko,spotify:track:5BrVJGkFTBPAMRl5hIE9A7,60,162,"reggaeton, trap latino, urbano latino"
"Hey Mister (Remix) [feat. Jowell y Randy, Watussi & Los Pepe]",Falo,spotify:track:2qboQCfyknf0upORQx9glq,0,96,pop
Te Pintaron Pajaritos,Yandar & Yostin,spotify:track:419w8oZaqevgyZfdvFZEHa,1,96,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Yo Te Lo Dije,J Balvin,spotify:track:7EIW8lOBAy83dU2YXnYUTT,0,88,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
No Dice Na,Ñengo Flow,spotify:track:127ozySECKXKSVUkcwUIdt,57,170,"reggaeton, trap latino, urbano latino"
Salgamos,Kevin Roldan,spotify:track:0aJdyrgoEAYVFi9LsckTAX,0,80,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Dandole - Remix,Gocho,spotify:track:6m66fAEmE5uQrHiqRXEnV2,0,117,"latin hip hop, reggaeton"
Piensas en Mí,Nicky Jam,spotify:track:7pUaz2o36MSX36TUISuoR5,0,176,"latin hip hop, reggaeton, trap latino, urbano latino"
Dembowholic,Eloy,spotify:track:0qx8dNAqtBonvjlJLTVkqf,36,164,"ambient, compositional ambient, drone, norwegian experimental, nu age"
"Siempre Me Llama (feat. Farruko, Maldy & Yaviah)",Opi the Hit Machine,spotify:track:0kFd1WEnWLODAzxux0bhQK,56,170,reggaeton flow
Obsesión,Maluma,spotify:track:4HTzn2qQZ7UqHtw1OsB8wc,58,89,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
¿Por Que Te Demoras?,Plan B,spotify:track:2YlVvP4h4Y0NhD2ZiRTypQ,0,96,"houston rap, pop, rap, trap queen"
Nunca Se Quita,"Gotay ""El Autentiko""",spotify:track:6LMe4yMMYrzVCEn4BvipOt,41,82,"reggaeton, urbano latino"
Regalame una Noche - Remix,J Alvarez,spotify:track:64atcQ5y1v08293qwuMLGq,37,90,"reggaeton, urbano latino"
Hola Beba,Farruko,spotify:track:1yBD8MNoNJGajzB5X83p9Z,64,87,"reggaeton, trap latino, urbano latino"
El Duelo - Remix,J Alvarez,spotify:track:36Rkb79900uMuJpeu6LuLk,33,93,"reggaeton, urbano latino"
Si Te Enamoras Pierdes,Eloy,spotify:track:2Dp306s6MjaAKShquVYkjT,14,172,"ambient, compositional ambient, drone, norwegian experimental, nu age"
Hoy,Farruko,spotify:track:25gYVYIjIdB4RCzvK63VLL,39,92,"reggaeton, trap latino, urbano latino"
Eso En 4 No Se Ve (feat. Nejo Y Dalmata & Luigi 21 Plus),J Alvarez,spotify:track:3AiSzVa7e1thtKKnJfs03I,55,91,"reggaeton, urbano latino"
"Algo Musical (remix) [feat. Nejo & Dalmata, Arcangel & Daddy Yankee]",DJ Nelson,spotify:track:55H79whFF2hYpoknWAJvbk,35,107,"reggaeton, trap latino, urbano latino"
"Sexo, Sudor y Calor - Remix",J Alvarez,spotify:track:6axWjC55yvzDihq7IQsg4L,43,168,"reggaeton, urbano latino"
Real Love,"Gotay ""El Autentiko""",spotify:track:75wtugYpepfnAzjVH6twz4,57,170,"reggaeton, urbano latino"
Cuando Estoy Contigo (Remix) [feat. Baby Rasta y Gringo],"Gotay ""El Autentiko""",spotify:track:3lohME7pf8CIbVoToTdWV5,37,82,"reggaeton, urbano latino"
Dime Qué Hago,Farruko,spotify:track:6qDGsIVH2vd8kTSsa55XOZ,0,172,"reggaeton, trap latino, urbano latino"
Pikete,Farruko,spotify:track:2Zt4IqQqqVbIasXtNvJMDZ,0,174,"reggaeton, trap latino, urbano latino"
Buena Vibra,Farruko,spotify:track:5WQRXJVyYcntgMMuthSs10,0,120,"reggaeton, trap latino, urbano latino"
"Hoy (feat. Daddy Yankee, J-Alvarez & Jory)",Farruko,spotify:track:2MrP2Sv5Zbj1qckTKD1pVn,59,92,"reggaeton, trap latino, urbano latino"
Web Cam,Farruko,spotify:track:5GuWPgbyi879jGbQDdfM7V,0,81,"reggaeton, trap latino, urbano latino"
Traime a Tu Amiga - Remix,Farruko,spotify:track:5rKgNHzZDpRIDhFWULA9M7,0,88,"reggaeton, trap latino, urbano latino"
Flow Violento,Arcángel,spotify:track:1zOA2VabBnP3ufAH1e5TQJ,0,80,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Pum Pum,Farina,spotify:track:27cJ2fmLUPntkn86UVe1BR,48,176,"dembow, rap dominicano, reggaeton, trap latino, urbano latino"
La Disco La Llama,J Alvarez,spotify:track:46Kzmb0zOW34Xb4ylpSZvk,23,91,"reggaeton, urbano latino"
Solos (feat. Plan B & Don Omar),Tony Dize,spotify:track:6FneC4m7h21vhlUVDh25XM,56,84,"reggaeton, trap latino, urbano latino"
Permitame (feat. Yandel),Tony Dize,spotify:track:5ydCNFk70aZqC9jNsl2rQm,0,214,"reggaeton, trap latino, urbano latino"
Hooka,Don Omar,spotify:track:3FwSgJI8kdxuBJXHGRLhOi,51,170,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Loco,Maluma,spotify:track:2WFOHAL0MM8oYeYD6Tn6CX,31,90,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
"Mujeres Talentosas (feat. Lui-G 21 , Ñejo & Dálmata, J Alvarez, Chyno Nyno & Franco",Ñengo Flow,spotify:track:6GpIL4ddIWkcLoBoo5zIvv,40,93,"reggaeton, trap latino, urbano latino"
"2 Cachas (Official Remix) [feat. Nejo, Dalmata, Nengo Flow, Guelo Star, Chyno Nyno, Lui G]",J Alvarez,spotify:track:5ddvIZy9Z6oyXSof8uTp4c,0,88,"reggaeton, urbano latino"
Se Cree Mala,Plan B,spotify:track:4k3ujysKSJHKqomRtzoWs5,49,80,"houston rap, pop, rap, trap queen"
"Amor De Antes (feat. Plan B, Nengo Flow & Jory Boy)",Amaro,spotify:track:6FCOLtCb2XokxPRfibn1WC,0,88,"arab trap, turkish trap"
Ella Se Contradice (feat. Plan B),Baby Rasta,spotify:track:4nNeRNXmdZWfw3IjAnITZR,68,76,"puerto rican pop, reggaeton, trap latino, urbano latino"
Ella Se Contradice - Remix,Baby Rasta & Gringo,spotify:track:4WcgfJRhF4gCGHbpucxype,58,77,"reggaeton, salsa choke, urbano latino"
Tu Cuerpo Me Arrebata - Remix,Trebol Clan,spotify:track:6WtfYiGBcRuMQP14NtJFqW,48,92,"latin hip hop, reggaeton"
Apretá en la Disco (Official Remix),Jessikita,spotify:track:51lrpXUg3BtJraN6vOdRIj,34,172,"latin hip hop, reggaeton flow"
Parisera (feat. De La Ghetto),Plan B,spotify:track:1JdyxjcQKEzlDKcf1y7qMn,0,88,"houston rap, pop, rap, trap queen"
Nos Fuimos Discoteca,Plan B,spotify:track:3UICWR2jXXoj1VRoiPVoZf,0,176,"houston rap, pop, rap, trap queen"
Lloras (feat. RKM & Ken-Y),Plan B,spotify:track:1CFhc1X5EdQz7PKxwykpnD,0,82,"houston rap, pop, rap, trap queen"
Hacerte El Amor (feat. J Alvarez),Farruko,spotify:track:2iPW1rIGaS2ASFTYJ2hQwy,29,92,"reggaeton, trap latino, urbano latino"
Voy a 100,Farruko,spotify:track:1IPiDZQrEP9tdpSkP8zb4C,39,92,"reggaeton, trap latino, urbano latino"
Titerito,Farruko,spotify:track:3uJJIxpIg4TL5agQuNdru6,0,82,"reggaeton, trap latino, urbano latino"
Nos Matamos Bailando (feat. Daddy Yankee),J Alvarez,spotify:track:3WEW2CLQwV3R0tW8rs8tNX,31,90,"reggaeton, urbano latino"
Va a Ser Abuela,Farruko,spotify:track:4su0VseQhGHZq9gKpUttrX,0,128,"reggaeton, trap latino, urbano latino"
"Cuándo, Cuándo Es?",J-King y Maximan,spotify:track:1HLir6cPyFDp9k11WQCkQA,0,121,"reggaeton, reggaeton flow"
La Nena De Papa (feat. Tito El Bambino),Plan B,spotify:track:0AoW8WOnrk3QY2BvFbfVlc,0,94,"houston rap, pop, rap, trap queen"
Su Mamá No Sabe Na,Jowell & Randy,spotify:track:5FWxaAWUyGQZPDPf0NBMlL,0,95,"reggaeton, trap latino, urbano latino"
No Hablar Malo,Luigi 21 Plus,spotify:track:0aJ17juRmZ19BIFZ3aeHIW,0,184,"reggaeton, reggaeton flow, trap latino, urbano latino"
Los Favoritos,Luigi 21 Plus,spotify:track:2rQWUZfpJQnwWUE0nP1YWf,0,186,"reggaeton, reggaeton flow, trap latino, urbano latino"
La Gata Quiere Duro (feat. Gaona),Ñengo Flow,spotify:track:5qvkYFGzyrcdqIsxXLRAfr,32,94,"reggaeton, trap latino, urbano latino"
Junto al Amanecer - Remix,J Alvarez,spotify:track:4DEykyfliiCmlCsEXBpCQT,42,170,"reggaeton, urbano latino"
Te Dijeron,Plan B,spotify:track:43iSGniJjPMHkICSnkJJyk,0,90,"houston rap, pop, rap, trap queen"
Sola,J Balvin,spotify:track:7rwqf463lAjppjSayksEBB,0,112,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Regalame Solo una Noche (Remix),Baby Rasta & Gringo,spotify:track:4BLPg0DXA655dORdyedYWz,0,90,"reggaeton, salsa choke, urbano latino"
Amor De Antes (feat. Plan B & Nengo Flow),Amaro,spotify:track:02Kdj10H3dNqwFtQZMoedD,0,88,"arab trap, turkish trap"
Nena Fichu,Farruko,spotify:track:2mIhnz6uEyGqXDaYUtr87x,0,172,"reggaeton, trap latino, urbano latino"
Musica Sexo & Dinero,Ñejo & Dalmata,spotify:track:3wOK0g48K7OL2PfYJG2UOI,39,110,"reggaeton, urbano latino"
La Pregunta Remix (feat. Tito El Bambino & Daddy Yankee),J Alvarez,spotify:track:3xGZOoLTPTiXJ74AKf75G8,40,172,"reggaeton, urbano latino"
Dile A Tu Amiga,Ñejo,spotify:track:5I0u5YHYvA6fQZstVCFwqC,0,95,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
Automovil,Ñejo,spotify:track:2qq5HTgeJTLL9oY7b4X16y,0,170,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
Si Tú No Estás - Remix,Cosculluela,spotify:track:3TllzYD3T3VSy1Mg3m7vyG,0,170,"latin hip hop, reggaeton, trap latino, urbano latino"
Amigos Con Privilegios - Remastered,Michael ''El Prospecto'',spotify:track:6lz3qfGaXGfUj7SqFgwDJq,0,178,
Esperándote,J Alvarez,spotify:track:4CEnwi7392wFKc3Z62MMfl,0,172,"reggaeton, urbano latino"
"Sexo, Sudor Y Calor",J Alvarez,spotify:track:3Hi2DWIdJ73D9L96KHGtEM,0,168,"reggaeton, urbano latino"
Juntos Al Amanecer,J Alvarez,spotify:track:4jmemE2eJDUcW5YUiAK922,50,170,"reggaeton, urbano latino"
2 Amigas Remix,"Galante ""El Emperador""",spotify:track:5xv7S8iBHAftMyZog2UnPu,0,174,"reggaeton, reggaeton flow, trap latino"
"Su Forma de Ser (Remix) [feat. Farruko, Yomo & Kafu Banton]",Duran The Coach,spotify:track:4fc7iAkRXNqGcJNJ4AoayH,8,174,"reggaeton, trap latino, urbano latino"
Sin Compromiso (feat. Jowell Y Randy),J Balvin,spotify:track:0gHSFpCQZmZ1LwPHQpzn6T,38,98,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Chulería en Pote,Farruko,spotify:track:0maEm5bzjyl0Qo0r9fZpdi,0,87,"reggaeton, trap latino, urbano latino"
Pégate Más,Dyland & Lenny,spotify:track:79gvu4fBf8TESHo0pSfrzL,3,132,"electro latino, reggaeton"
Hace Mucho Tiempo,Arcángel,spotify:track:0a6ogDrZBvYgDjILgsQVaJ,67,90,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Contigo Quiero Amores,Arcángel,spotify:track:7DsoyhfU8v0fhpXjfDTdJR,52,90,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Por Que Lloras (feat. Ken Y),Trebol Clan,spotify:track:01fPTL93UU8Y9iLcZSntr9,30,170,"latin hip hop, reggaeton"
Y Si la Ves,Ñejo,spotify:track:2fBu8AHpA2vd9if8esgP34,0,80,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
"Pa' Romper la Discoteca (Remix) [feat. Daddy Yankee, Yomo, Zion, Lennox & Gaby El Kreativo]",Farruko,spotify:track:3ubRyKRIiqaGihHeM4D8aM,40,184,"reggaeton, trap latino, urbano latino"
Chulo Sin H,De La Ghetto,spotify:track:2zo5kJQlA6veHTsvsoyhuY,50,160,"reggaeton, reggaeton flow, trap latino, urbano latino"
Actua (Remix) [feat. De La Ghetto & Zion],J Alvarez,spotify:track:57kaIXgGP9fJZifXH1fzdT,47,168,"reggaeton, urbano latino"
Deja,J Alvarez,spotify:track:1uLAKESXylbYIK2tSMh7XT,56,81,"reggaeton, urbano latino"
Dale Pal Piso (feat. Jowell y Randy & Ñengo Flow),Watussi,spotify:track:4XRqSc6PQXZrkhzZHkfRb2,0,95,"perreo, reggaeton, reggaeton flow"
2 Amigas,"Galante ""El Emperador""",spotify:track:71lQc2w3mSxCaD2i9ByCzS,0,174,"reggaeton, reggaeton flow, trap latino"
Zoom,Latin Fresh,spotify:track:7J0XNIuq0eIOnUEV3yRume,0,91,panamanian pop
Dutty Love,Don Omar,spotify:track:7dr526WvSm9ILImbwENW0N,47,180,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Sigue Viajando (Remix) [feat. Alexis y Zion],Ñengo Flow,spotify:track:1bUWXaVB53LGAuC9mkNvTR,40,170,"reggaeton, trap latino, urbano latino"
Una Mision (Remix) [feat. J. Alvarez],Ñengo Flow,spotify:track:6yBm8TZxfv5152vk7GDaDJ,40,180,"reggaeton, trap latino, urbano latino"
Hola bebe (Te lo hundo),RD Maravilla,spotify:track:6HXetuqJNJbJEnkajHcYXo,24,176,
Una Vaina Loca - Official Remix,Fuego,spotify:track:2ct27qQn6lnjS7FiWGjXzA,40,117,"reggaeton, trap latino, urbano latino"
Diosa de los Corazones,Ken-Y,spotify:track:6rgCJ01n20G1ANeSpSzn7y,0,95,rage rap
Si Te Pego Cuerno,Farruko,spotify:track:5lR8DHOD7OYgqbT0P65m4v,0,92,"reggaeton, trap latino, urbano latino"
El Funeral De La Canoa,Jowell & Randy,spotify:track:6nEyuINu7igqa8lGITAUPk,48,95,"reggaeton, trap latino, urbano latino"
Bien Puta,Arcángel,spotify:track:1ZDZp1gkZ2WF7jbaKchYqd,27,95,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Diri Diri (feat. Jory),Ñengo Flow,spotify:track:4cHCdnHDWhNUmglHola72x,61,94,"reggaeton, trap latino, urbano latino"
Tu Eres Otra Cosa,Ñengo Flow,spotify:track:26ZRXhbYloVpb72qnHTLJe,51,174,"reggaeton, trap latino, urbano latino"
Mi Corazon Esta Muerto,R.K.M & Ken-Y,spotify:track:0VcNiA0pS2uCx15PUUnxHX,0,124,reggaeton
Cazador (feat. Ñengo Flow),Nova y Jory,spotify:track:40R7wmfbtRTCF1kjvJq32I,51,170,"reggaeton, urbano latino"
Mañana Te Llamo,Farruko,spotify:track:1gv8PtzyuD8Yy4vrqzT0BC,33,88,"reggaeton, trap latino, urbano latino"
Adicta,Wolfine,spotify:track:3U4TTHaSzgh9R5i2oCYeSR,0,92,"colombian pop, reggaeton, urbano latino"
"Nos Vamos de Shopping (Remix) (feat. Yaga Y Mackie, Jory Boy, Farruko, Arcangel & J Alvarez)",Opi the Hit Machine,spotify:track:5nuMIlVuRVSjO2O7sKYwWK,56,176,reggaeton flow
Mujeriego,Farruko,spotify:track:4zHY0S3IEKONNwFiX2B88i,0,172,"reggaeton, trap latino, urbano latino"
Te Hable Claro,"Gotay ""El Autentiko""",spotify:track:4PTWKjmKRgJ0slhV8L8zBh,48,174,"reggaeton, urbano latino"
Fuletazo de Besos (feat. Jenay),Ñengo Flow,spotify:track:6zVkxRsxbpn7odE7G5XKfn,41,172,"reggaeton, trap latino, urbano latino"
En Las Noches Frias,Ñengo Flow,spotify:track:5ADrOgdsPV1BjT8RmlV6PC,59,81,"reggaeton, trap latino, urbano latino"
Loba (feat. Carnal & J Alvarez),Musicologo Y Menes,spotify:track:1FbqG3DUs31btv47rEgekE,0,168,"reggaeton, reggaeton flow"
Adivina Que (feat. Yomo),Nova y Jory,spotify:track:6dbhyclC5YBQORVEqjoRNv,44,92,"reggaeton, urbano latino"
Un Poco Más,J Alvarez,spotify:track:23xfqVcLAzFviHdxpD4Avr,31,90,"reggaeton, urbano latino"
Solitaria,Alkilados,spotify:track:2q6ME6njZiGKtPNTN95ije,0,98,"colombian pop, reggaeton, reggaeton colombiano, urbano latino"
Cuando Estoy Contigo,"Gotay ""El Autentiko""",spotify:track:2xaPS5H7XtDSYZ2kSioSZC,47,82,"reggaeton, urbano latino"
Maniatica,DJ Nelson,spotify:track:2FxV7yyyfkByIGmUp1o1dY,50,90,"reggaeton, trap latino, urbano latino"
XXX,Jowell Y Randy Feat. Delagettho,spotify:track:2xS330RuQzRBnqmiNYxMxn,44,93,"reggaeton, reggaeton flow, trap latino"
Perreame,Randy,spotify:track:3VLfzxPPlvbxPP0DOqajyp,0,168,"memphis hip hop, tennessee hip hop, trap"
Mis Canciones Hablan De Sexo (feat. J-King & Maximan),Plan B,spotify:track:0mP8kYFUS3xriADIFGyS5S,0,84,"houston rap, pop, rap, trap queen"
Pienso en Ti,Cosculluela,spotify:track:0oITOdebqc2YcjlEeC7Em0,0,85,"latin hip hop, reggaeton, trap latino, urbano latino"
Movimiento De Caderas,Rayo & Toby,spotify:track:5IbxKO5UfeWkkS9EeOLPul,0,180,"reggaeton, reggaeton colombiano"
Gata Oficial,Luigi 21 Plus,spotify:track:4jdwQISB7rhP1EO4JiwnJF,55,83,"reggaeton, reggaeton flow, trap latino, urbano latino"
Mujeres y Chavos,Ñejo,spotify:track:5XqDlquxVLQOOQLO1P6Qm9,25,91,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
Señal de Vida - Radio Edit,Ñejo,spotify:track:4KAk2OscoVby5SKtNxEeI3,0,86,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
Estoy Enamorado,Wisin & Yandel,spotify:track:0B70RUdQurJEWLT28GdNtD,0,101,"electro latino, reggaeton, trap latino, urbano latino"
Mi Amor Es Pobre (feat. Ken-Y & Arc Angel),Tony Dize,spotify:track:6BH1i2SPoPMiTFbOnQfgEt,0,126,"reggaeton, trap latino, urbano latino"
Danza Kuduro,Don Omar,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,80,89,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Entre La Playa Ella Y Yo (feat. Vat 18k),Big Yamo,spotify:track:3yJnwAPs8lPhsI5oDcvZaQ,0,85,electro latino
La Botella,Zion & Lennox,spotify:track:6VhIQ9GUcW3IQfZkdlIMB2,0,128,"reggaeton, urbano latino"
Tu Olor,Wisin & Yandel,spotify:track:2lkBYYyguOhDAz3PbiIhja,47,115,"electro latino, reggaeton, trap latino, urbano latino"
Síguelo,Wisin & Yandel,spotify:track:4LfQdFzOTgpExZRZsBO7o3,43,130,"electro latino, reggaeton, trap latino, urbano latino"
Pam Pam,Wisin & Yandel,spotify:track:2up69Rho7swRdP1MHqzX3n,63,95,"electro latino, reggaeton, trap latino, urbano latino"
Si Se da (Remix),"Galante ""El Emperador""",spotify:track:4acsF5t3433yVhARJcgpF8,0,88,"reggaeton, reggaeton flow, trap latino"
Perros Salvajes,Daddy Yankee,spotify:track:4siKHLect0Jmj49k5OGGL1,33,88,"latin hip hop, reggaeton, trap latino, urbano latino"
Pasarela,Daddy Yankee,spotify:track:21dgpSjRdMliaD8mXSNRKM,36,121,"latin hip hop, reggaeton, trap latino, urbano latino"
Lovumba,Daddy Yankee,spotify:track:4FwA6I6xw1xcYAhpvVDXG9,36,121,"latin hip hop, reggaeton, trap latino, urbano latino"
Plakito (feat. El General Gadiel),Yandel,spotify:track:7hDXp1xU9PGPSXsdt63J91,47,91,"latin hip hop, reggaeton, trap latino, urbano latino"
Curiosidad,Nicky Jam,spotify:track:7aRi3zWa4PoUedNfK2QLKT,0,75,"latin hip hop, reggaeton, trap latino, urbano latino"
Taboo,Don Omar,spotify:track:7Ml1vtAab7gW4wgXl63mvy,35,125,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Perreame,Jowell & Randy,spotify:track:62dRMVzVmEPv6LU02S84Qf,0,168,"reggaeton, trap latino, urbano latino"
Haciendote El Amor,Ñengo Flow,spotify:track:1K6uHyVFZVOi2nwocfW47u,58,172,"reggaeton, trap latino, urbano latino"
Mano Arriba (Intro),Ñengo Flow,spotify:track:5WiS7OHv74Tsyt6LVqjggK,38,92,"reggaeton, trap latino, urbano latino"
Traicionera,Ñengo Flow,spotify:track:49KmbdsI1k5LkdJwz64orV,54,172,"reggaeton, trap latino, urbano latino"
Señorita,Reykon,spotify:track:4xkovek0Q8EJ7M5Ey5LZys,44,90,colombian pop
Si Me Necesitas (Remix) [feat. Baby Rasta & Gringo],Andy Rivera,spotify:track:3NRXdsOHKb2x2CrAcWINzK,0,92,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Vuelve (feat. Daddy Yankee & Farruko),Carnal,spotify:track:28U0CezjoQlhAxQhLySbQF,38,174,"progressive house, progressive trance, trance, uplifting trance"
Hoy Lo Siento (feat. Tony Dize),Zion,spotify:track:0zOTCXeKyojEa4kNkUqrQK,61,92,"reggaeton, urbano latino"
Rompe La Cintura,Alexis y Fido,spotify:track:1ezgTiY0CbnlH9IRHwNXdz,34,116,"latin hip hop, reggaeton, trap latino, urbano latino"
Na Na Na Na Na,Baby Rasta & Gringo,spotify:track:2LvXnbzWZNpKKJXnP7BS0L,56,174,"reggaeton, salsa choke, urbano latino"
Yo Se Que Tu Quieres (feat. Nengo Flow),Sammy & Falsetto,spotify:track:4ZSgKNTdKCa2hCHvD0pDtl,0,180,"reggaeton, reggaeton flow, urbano latino"
Ella Me Pide Something,J-King y Maximan,spotify:track:27226cmnX2ioQgXYsQpvXr,42,80,"reggaeton, reggaeton flow"
Besas Tan Bien (with Farruko) - Remix,Omega,spotify:track:4nE04GgDvH0khJKAcAW1RJ,0,110,"latin pop, latin viral pop, rap latina, reggaeton, urbano latino"
Al Limite De La Locura,Tony Dize,spotify:track:1pVX2nPW1okUO3qbDB9u2t,38,152,"reggaeton, trap latino, urbano latino"
Entre los Dos,Tony Dize,spotify:track:1bcQmeJi9Q4usAXivMisE4,40,97,"reggaeton, trap latino, urbano latino"
Mi Mayor Atraccion,Tony Dize,spotify:track:4gAIdGPRrwb0ZsSfuFpcN0,52,96,"reggaeton, trap latino, urbano latino"
Ponte Pa Mi,J Alvarez,spotify:track:4NCLHXgKBCuFAf6m20sFKj,47,93,"reggaeton, urbano latino"
Forever Alone,Farruko,spotify:track:4MaoedjXtKBDsKPPkNvVyP,0,178,"reggaeton, trap latino, urbano latino"
Amor Prohibido,Baby Rasta & Gringo,spotify:track:7wGOruR0crwhVRPUoUskDj,57,174,"reggaeton, salsa choke, urbano latino"
