name_track,artist_track,uri_track,popularity,tempo,genres
Otra Noche Sin Ti,J Balvin,spotify:track:2CdTLdDjwZdVcm0bresVWx,64,94,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Azul,J Balvin,spotify:track:2lCkncy6bIB0LTMT7kvrD1,73,94,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Tu Veneno,J Balvin,spotify:track:5KFHrrBMyGj5MhVbZMM3ts,56,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Sexo Virtual,Rauw Alejandro,spotify:track:0giiXonRhODYy4J1iy4Lb3,22,180,"pop, r&b en espanol"
La Luz,Sech,spotify:track:5zj8WNkBrEzlI5FKeYV4ol,59,94,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Amarillo,J Balvin,spotify:track:6zEgnpM0qYmHLDnh8WPejL,68,123,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Una Locura,Ozuna,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,76,168,"puerto rican pop, reggaeton, trap latino, urbano latino"
"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,spotify:track:3ke6it1vTmHtz2ApcIVUz5,8,133,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
En Tu Cuerpo - Remix,Lyanno,spotify:track:3dEtfTtCXWW7N8WQ9FD29z,66,156,"puerto rican pop, reggaeton, trap latino, urbano latino"
Se Preparó,Ozuna,spotify:track:1m69ELEgE6k5ZWsap40ozt,79,171,"puerto rican pop, reggaeton, trap latino, urbano latino"
Sola (Remix),Anuel AA,spotify:track:5q2JbCNi4FcnglgPfxcV65,78,170,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Girl,Myke Towers,spotify:track:43NqTeL8pgBxKHPMiJKUP5,76,93,"trap boricua, trap latino, trap triste, urbano latino"
"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,spotify:track:0JoHqmlqE0W0i9prt6kcHR,72,130,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
Si No Te Quiere,Ozuna,spotify:track:5BHd0eLqg3c58QwyohoYga,62,92,"puerto rican pop, reggaeton, trap latino, urbano latino"
Guaya Guaya,Don Omar,spotify:track:79zvVrn65ksbiGQxrtV4I5,77,92,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
De Cora <3,Rauw Alejandro,spotify:track:22Sh5dlwbERqJAq1fZk5b2,63,176,"pop, r&b en espanol"
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,72,94,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Perreo Pesau',Rauw Alejandro,spotify:track:5bQ9rtAfOUbPmuxjPK8zDp,65,172,"pop, r&b en espanol"
Rojo,J Balvin,spotify:track:4uziEsK1yiqdauKVDPsmVG,65,172,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Rosa,J Balvin,spotify:track:464uJVLmr0fDJGXOnciaDe,59,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
SÚBELE EL VOLUMEN,Daddy Yankee,spotify:track:343HgC6SVFtTAgMPlGoNjn,60,101,"latin hip hop, reggaeton, trap latino, urbano latino"
Morado,J Balvin,spotify:track:3mQ6SLdxxaL52Yte7KF2Ks,65,97,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Negro,J Balvin,spotify:track:2hsA9YWuF3C9Gosi4dpjJN,62,164,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
QUE PRETENDES,J Balvin,spotify:track:25ZAibhr3bdlMCLmubZDVt,80,93,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
LA CANCIÓN,J Balvin,spotify:track:0fea68AdmYNygeTGI4RC18,87,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
De Museo,Bad Bunny,spotify:track:267NGliXM8YLVZiKAD9Otm,67,132,"musica chihuahuense, nueva musica mexicana"
Wao,Sech,spotify:track:2B4nQ6yvVVBMqfgOrYtubb,59,174,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Ay Vamos,J Balvin,spotify:track:6Ges5C2IE738iJh4HyQizQ,71,174,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Ley Seca,Jhayco,spotify:track:3JCaq3KDSROg3TXhdiDa9n,76,105,"reggaeton, trap latino, urbano latino"
Medusa,Jhayco,spotify:track:3qM0vBxIe4VUbK0Z0smuVP,70,98,"reggaeton, trap latino, urbano latino"
Baila Baila Baila - Remix,Ozuna,spotify:track:7mWFF4gPADjTQjC97CgFVt,76,100,"puerto rican pop, reggaeton, trap latino, urbano latino"
UN PESO,J Balvin,spotify:track:7hynhxDoDpgMIV12JuVtNa,80,79,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Si Tu Novio Te Deja Sola,J Balvin,spotify:track:2joKSGkqac0LIwYG9Ghrwq,74,122,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
6 AM,J Balvin,spotify:track:3uvypVUsiIr1B0BccIcsEh,69,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,spotify:track:7xRWmHZ2wt3zDgM5mAL0JU,71,127,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Como Si Nada,ADSO,spotify:track:2ECKWYbTPpKvtnKiRiUQqC,66,178,"trap latino, trap venezolano, urbano latino, venezuelan hip hop"
Caramelo,Ozuna,spotify:track:3gD4J3RUHy4OUuZ3qAiaiG,66,168,"puerto rican pop, reggaeton, trap latino, urbano latino"
Caramelo,Ozuna,spotify:track:3gD4J3RUHy4OUuZ3qAiaiG,66,168,"puerto rican pop, reggaeton, trap latino, urbano latino"
Turraka - Remix,Kaleb Di Masi,spotify:track:2Qv0DF1us4LhzLj0Cx9cSn,4,170,cumbia 420
120,Bad Bunny,spotify:track:3KJ3opyV29269SXkPrc19l,77,172,"musica chihuahuense, nueva musica mexicana"
Travesuras - Remix,Nio Garcia,spotify:track:0VWLId2RwPCno9s1cJm2Vy,67,176,"reggaeton, trap latino, urbano latino"
Chulería en Pote,Farruko,spotify:track:1EMzpS9y1Sd0AxlhfgjK1d,63,87,"reggaeton, trap latino, urbano latino"
La Maria,Anuel AA,spotify:track:1tu5h5BU2WWrGH407kU0pe,59,140,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
911,Sech,spotify:track:2TksvaRivgAEj780DgRB73,70,93,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
TE MUDASTE,Bad Bunny,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,80,92,"musica chihuahuense, nueva musica mexicana"
DÁKITI,Bad Bunny,spotify:track:47EiUVwUp4C9fGccaPuUCS,82,110,"musica chihuahuense, nueva musica mexicana"
Aloha,Maluma,spotify:track:5RAIMjdrCEjpjaR5tBATXU,70,100,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
Explícito,Myke Towers,spotify:track:6qraVL4IJaIj0IuEexYJNa,69,95,"trap boricua, trap latino, trap triste, urbano latino"
Vete,Bad Bunny,spotify:track:5DxXgozhkPLgrbKFY91w0c,76,92,"musica chihuahuense, nueva musica mexicana"
Tú,Myke Towers,spotify:track:7xX3wvvcZvxGCa06KlgTCp,73,124,"trap boricua, trap latino, trap triste, urbano latino"
La Difícil,Bad Bunny,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,78,180,"musica chihuahuense, nueva musica mexicana"
Callaita,Bad Bunny,spotify:track:2TH65lNHgvLxCKXM3apjxI,78,176,"musica chihuahuense, nueva musica mexicana"
LA NOCHE DE ANOCHE,Bad Bunny,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,82,82,"musica chihuahuense, nueva musica mexicana"
Una Vez,Bad Bunny,spotify:track:5J7teKIJGtqVypgYI6sqXj,80,84,"musica chihuahuense, nueva musica mexicana"
<3,Bad Bunny,spotify:track:4MZSqgwlE71CWZ6qQ3gkKm,70,80,"musica chihuahuense, nueva musica mexicana"
Hablamos Mañana,Bad Bunny,spotify:track:1V8XneTrX6kKeoxYbk4x6h,71,156,"musica chihuahuense, nueva musica mexicana"
Hawái,Maluma,spotify:track:4uoR6qeWeuL4Qeu2qJzkuG,74,180,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
Agua de Jamaica,Maluma,spotify:track:41BzKiCrKpUQHS3TP0jmdr,63,174,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
Parce (feat. Justin Quiles),Maluma,spotify:track:4RJz8NfIe09gpKMiRUWKhJ,70,84,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
11 PM,Maluma,spotify:track:7KbF6AdprOXEEHlsq11Z6d,77,96,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
Relación - Remix,Sech,spotify:track:35UUpTmrcFXNIVIN26ujXl,74,172,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
FULANITO,Becky G,spotify:track:59L8x0xy8njj75vzVCPMqg,67,112,"latin pop, latin viral pop, rap latina, reggaeton, urbano latino"
PORFA - Remix,Feid,spotify:track:4iKznA0Zia7dNQxZ6574uC,55,168,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Ignorantes,Bad Bunny,spotify:track:3wYRLYuO1M88d8woWUIxct,70,96,"musica chihuahuense, nueva musica mexicana"
Otro Trago - Remix,Sech,spotify:track:4bTZeO72FwMa6wKOiqoynL,72,176,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
De Remate,Pipe Calderón,spotify:track:1swKwWAHQDJQqgkOB39xO8,43,94,"musica popular colombiana, reggaeton, reggaeton colombiano"
Debo Entender,Santa Fe Klan,spotify:track:55mzJ0LftLnef8sxAjrMkU,76,72,mexican hip hop
Es un Secreto,Plan B,spotify:track:0R7DSnSibvuE4PEHqUayqf,32,95,"houston rap, pop, rap, trap queen"
Candy,Plan B,spotify:track:2ctjDCCg1wHoQSjIJ8p6U4,74,96,"houston rap, pop, rap, trap queen"
Volví,Aventura,spotify:track:2vmfvSoZBFAt9hhRoEByLi,80,176,"reggaeton, reggaeton flow, trap latino, urbano latino"
Si No Le Contesto,Plan B,spotify:track:3XaWuYsTtnkzCSBr0RmROc,25,95,"houston rap, pop, rap, trap queen"
Por el Momento (feat. Plan B),Nicky Jam,spotify:track:1GZZELGFwWsi2oLE1v1eyQ,66,170,"latin hip hop, reggaeton, trap latino, urbano latino"
Toda Remix - Remix,Alex Rose,spotify:track:47ZS1OjnJpJVfGN9yHXfMn,72,80,"reggaeton, trap latino, urbano latino"
Choca,Plan B,spotify:track:1hiKRqR0jox7OI7aweq7Sj,64,88,"houston rap, pop, rap, trap queen"
Mi Vecinita,Plan B,spotify:track:24Ys3m6hKQJlftrhCYSwgP,63,94,"houston rap, pop, rap, trap queen"
Travesuras,Nicky Jam,spotify:track:1PtL0YQRtq3qxDGUSwZPJ5,1,94,"latin hip hop, reggaeton, trap latino, urbano latino"
Fan de Tus Fotos,Nicky Jam,spotify:track:1mauYRwbpoGQX6itP2FAJC,64,170,"latin hip hop, reggaeton, trap latino, urbano latino"
Si Tú La Ves (feat. Wisin),Nicky Jam,spotify:track:4yN6xPLopmTLvc27pO9LIE,66,178,"latin hip hop, reggaeton, trap latino, urbano latino"
El Amante (feat. Ozuna & Bad Bunny) - Remix,Nicky Jam,spotify:track:04f13iELcsYpY2yeLiAcfq,65,90,"latin hip hop, reggaeton, trap latino, urbano latino"
Voy a Beber - Remix,Nicky Jam,spotify:track:62aO9HGJY7hdFDyljqCHO2,0,82,"latin hip hop, reggaeton, trap latino, urbano latino"
Bonita - Remix,J Balvin,spotify:track:4jKX16TcfQIrqY1ZzDIZb2,57,96,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
China,Anuel AA,spotify:track:2ksOAxtIxY8yElEWw8RhgK,76,105,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Singapur,El Alfa,spotify:track:4QfZYDhGZc0T2RDvGiI69E,72,113,"reggaeton, trap latino, urbano latino"
Ahora Dice,Chris Jedi,spotify:track:5lhcHMDQpNwhM62lSOrvLf,75,144,"reggaeton, trap latino, urbano latino"
Reloj,Rauw Alejandro,spotify:track:7r9ZhitdQBONTFOiJW5mr8,68,176,"pop, r&b en espanol"
Tra Tra Tra Remix - Remix,Ghetto Kids,spotify:track:4YqCBC4FwzGXuhixt5cgmm,67,160,"mexican pop, perreo, reggaeton mexicano, urbano mexicano"
Closer,The Chainsmokers,spotify:track:7crMiinWx373rNBZBaVske,52,95,"electropop, pop, tropical house"
Don't Let Me Down,The Chainsmokers,spotify:track:0w75KG0DuLDi6tdHmEMovD,51,160,"electropop, pop, tropical house"
Se Te Nota (with Guaynaa),Lele Pons,spotify:track:11EnQRgRMJwMAesfkB5pnu,73,103,"latin pop, latin viral pop, viral pop"
Side Effects (feat. Emily Warren),The Chainsmokers,spotify:track:5yNEdBlZMxpcVtGKz5NFk5,0,110,"electropop, pop, tropical house"
Don't Say,The Chainsmokers,spotify:track:1pJQAHpD51J7GYaFrrFO9S,51,100,"electropop, pop, tropical house"
Por Eso Vine,Paulo Londra,spotify:track:5qN1G8fSHq4Sv5FRoOkNGu,74,188,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Wake Up Alone,The Chainsmokers,spotify:track:0dj1CtyRxZ4bnIT4Q20jNT,50,75,"electropop, pop, tropical house"
What’s Next,Drake,spotify:track:3aQem4jVGdhtg116TmJnHz,74,130,"canadian hip hop, canadian pop, hip hop, rap, toronto rap"
POPSTAR (feat. Drake),DJ Khaled,spotify:track:6EDO9iiTtwNv6waLwa1UUq,75,163,"hip hop, miami hip hop, pop rap, rap, trap"
Toosie Slide,Drake,spotify:track:127QTOFJsJQp5LbJbu3A1y,74,82,"canadian hip hop, canadian pop, hip hop, rap, toronto rap"
God's Plan,Drake,spotify:track:2VWbHHhWnMzKWPUs4IEEW9,0,77,"canadian hip hop, canadian pop, hip hop, rap, toronto rap"
rockstar (feat. 21 Savage),Post Malone,spotify:track:0e7ipj03S05BNilyu5bRzt,85,160,"dfw rap, melodic rap, pop, rap"
MONTERO (Call Me By Your Name),Lil Nas X,spotify:track:67BtfxlNbhBmCDR2L2l8qd,76,179,lgbtq+ hip hop
I Don't Care (with Justin Bieber),Ed Sheeran,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,77,102,"pop, uk pop"
"Chucky73: Bzrp Music Sessions, Vol. 43",Bizarrap,spotify:track:4xTd8fz0mZFK5b9IYdGKNd,62,110,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
HOLIDAY,Lil Nas X,spotify:track:6zFMeegAMYQo0mt8rXtrli,73,152,lgbtq+ hip hop
Big Gangsta,Kevin Gates,spotify:track:2HYvkdq6lpFXkVz9Tfqi8r,62,145,"baton rouge rap, rap, trap"
Los Dioses,Anuel AA,spotify:track:7oHsIIDKbEJlFULg1HF0pP,58,147,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Lonely (with benny blanco),Justin Bieber,spotify:track:4y4spB9m0Q6026KfkAvy9Q,72,80,"rap, trap"
Sorry,Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,83,100,"rap, trap"
Girlfriend,Rels B,spotify:track:1oBKNvUdJ1jF1L95C2RAAT,65,94,"r&b en espanol, spanish hip hop, trap latino, urbano espanol, urbano latino"
Yummy,Justin Bieber,spotify:track:16wAOAZ2OkqoIDN7TpChjR,70,146,"rap, trap"
Darte Remix,Alex Rose,spotify:track:6wxZq37sANWYDJiDN5khyL,70,155,"reggaeton, trap latino, urbano latino"
bad guy,Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,84,135,indie hip hop
El Incomprendido,Farruko,spotify:track:2mL37yB3f3Lfy4iiXV02Qf,63,128,"reggaeton, trap latino, urbano latino"
Mi Cuarto,Jerry Di,spotify:track:6fmQjRuo7XvRFCK2qex5hQ,72,97,"cubaton, pop venezolano, trap latino, urbano latino"
my strange addiction,Billie Eilish,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,75,100,indie hip hop
i love you,Billie Eilish,spotify:track:6CcJMwBtXByIz4zQLzFkKc,80,137,indie hip hop
Orgullo,Justin Quiles,spotify:track:7ca2Td5BdpuTXKpSPS0exv,60,84,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Infeliz,Arcángel,spotify:track:4z6wo6PJG4Fve45OXK6D9m,74,176,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
lovely (with Khalid),Billie Eilish,spotify:track:0u2P5u6lvoDfwTYjAADbn4,90,115,indie hip hop
Maviri,Mont,spotify:track:2KbDqOveWc2vInJ4QiSeuX,60,95,lgbtq+ hip hop
Runaway,AURORA,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,79,114,
Chica Paranormal,Paulo Londra,spotify:track:3krzcyMKlRXjVkJFZqMN4t,73,140,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Warrior,AURORA,spotify:track:5vJAEjJnBnm4nFKqzNq7dd,52,97,
Jeremías 17-5,Canserbero,spotify:track:1nSPlJY53DG3avK6UfpDpZ,73,92,"boom bap espanol, rap conciencia, rap politico, venezuelan hip hop"
Maquiavélico,Canserbero,spotify:track:447r2keRxpkINmWYp83MlH,75,93,"boom bap espanol, rap conciencia, rap politico, venezuelan hip hop"
Es Épico,Canserbero,spotify:track:2kd0T6zgABT8P0s2h9QU5O,74,93,"boom bap espanol, rap conciencia, rap politico, venezuelan hip hop"
La llevo al cielo,Chencho,spotify:track:6WqFS97fhoz7AtjFf2AFl6,0,156,"reggaeton, trap latino, urbano latino"
Mundo de Piedra,Canserbero,spotify:track:4fhF0iJffyUJReKSecg78m,69,94,"boom bap espanol, rap conciencia, rap politico, venezuelan hip hop"
Ley del Hielo,Canserbero,spotify:track:7McYWSdRoKDO8Dl70bURcZ,64,92,"boom bap espanol, rap conciencia, rap politico, venezuelan hip hop"
Y Si La Ves,Ñejo,spotify:track:4J95x9uhN2aGkZnJb6uTdN,0,79,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
Ele Uve - Remix,Eladio Carrion,spotify:track:28gbcedjSMDS6DHB2t7U03,58,106,"trap boricua, trap latino, trap triste, urbano latino"
Starboy,The Weeknd,spotify:track:7MXVkk9YMctZqd1Srtv4MB,93,186,"hip hop, rap, trap"
False Alarm,The Weeknd,spotify:track:4oeaIftdpT3JuZLcCkKmVE,72,174,"hip hop, rap, trap"
23 (With Ape Drums),Randy,spotify:track:4vv8wcnT04GHHbUCFBAiHF,69,96,"memphis hip hop, tennessee hip hop, trap"
Hooka,Don Omar,spotify:track:0BenZn1xELuxhb7Pjwyjxv,75,170,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Rockin’,The Weeknd,spotify:track:36YCdzT57us0LhDmCYtrNE,68,113,"hip hop, rap, trap"
Wasa Wasa,Ryan Castro,spotify:track:17jcYtUYRhpPL19fDedfTD,70,94,"reggaeton, trap colombiano, trap latino, urbano latino"
Love To Lay,The Weeknd,spotify:track:27BgDmciSjoxTG0almHTpZ,65,117,"hip hop, rap, trap"
Me Gusta Mi Vida,Joan Y Su Elite,spotify:track:1lRYofIUSURrWsUVafsmzH,72,90,"corrido, corridos tumbados, sierreno"
EL PONY,Daddy Yankee,spotify:track:3ymdUMzgylwrSfpxdlCUWV,52,154,"latin hip hop, reggaeton, trap latino, urbano latino"
LOCATION,KAROL G,spotify:track:5Km4r87BoX2qqtoprYS1gh,70,116,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Me Provocas,Fumaratto,spotify:track:4PyXKLmDEF9pCJbzaVHQxt,57,128,edm
DM,Mueka,spotify:track:0YwxZXiwZDJbWhfQJMIn8u,69,125,reggaeton flow
Poderosa,Lyanno,spotify:track:1Hs0fpydWBjawdgCocPaC7,57,97,"puerto rican pop, reggaeton, trap latino, urbano latino"
Paradise (feat. Dermot Kennedy),MEDUZA,spotify:track:6ft4hAq6yde8jPZY2i5zLr,78,124,"pop dance, pop house, uk dance"
TODO O NADA,Lunay,spotify:track:59rjsHYxdxeUG6gd43Emzs,64,178,"reggaeton, reggaeton flow, trap latino, urbano latino"
Búscate Otro,Jc La Nevula,spotify:track:5nZ7DPFgkSueMjpaVZf3wz,59,100,"dominican pop, trap dominicano"
One More Night,Maroon 5,spotify:track:6cpk00i5TxCqSeqNi2HuIe,78,93,pop
The Nights,Avicii,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,87,126,"edm, pop, pop dance"
Mocca,Lalo Ebratt,spotify:track:0NKoPGc72yUKTIneVhFfg1,66,98,"colombian pop, latin pop, mexican pop, rock en espanol"
The Days,Avicii,spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,68,127,"edm, pop, pop dance"
Salimo de Noche,Tiago PZK,spotify:track:6P096SaOzrgGxs8NWOfX7M,68,84,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,83,90,"dance pop, pop rap"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,spotify:track:1ndyl3wJCFs872XZ3ztPk6,69,170,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Por Mi México,Lefty Sm,spotify:track:2sUknbm8xdLQgH7wb8xcTX,73,80,mexican hip hop
Counting Stars,OneRepublic,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,85,122,"piano rock, pop"
¿Por Que Te Demoras?,Plan B,spotify:track:6nAlJuLlRlpAcq30xIqKJs,27,96,"houston rap, pop, rap, trap queen"
512,Mora,spotify:track:5jzEwSyyymBlf1fa1o39T2,77,88,alt z
Kiss Me More (feat. SZA),Doja Cat,spotify:track:748mdHapucXQri7IAO8yFK,80,111,"dfw rap, melodic rap, pop, rap"
Hola - Remix,Dalex,spotify:track:5stPVcRqb4qixbafP9e8lt,74,182,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Pompeii,Bastille,spotify:track:6fNhZRFEkBfgW39W3wKARJ,77,127,"metropopolis, modern rock, pop"
Mala Costumbre,Manuel Turizo,spotify:track:09WuqcTbf8iMRn8W4N8xBX,59,96,"colombian pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Si Te Dejas Llevar,Ozuna,spotify:track:3cdecPxEdxk99munEMVQ01,66,82,"puerto rican pop, reggaeton, trap latino, urbano latino"
Tú Foto,Ozuna,spotify:track:5zSOVwaY3sVjnmLhuEfsuf,72,176,"puerto rican pop, reggaeton, trap latino, urbano latino"
Levitating (feat. DaBaby),Dua Lipa,spotify:track:5nujrmhLynf4yMoMtj8AQF,84,103,"deep underground hip hop, kentucky hip hop, pop rap, rap"
Qué Más Pues?,J Balvin,spotify:track:6hf0RpxTbOprT5nnwzkk8e,74,102,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Fiel - Remix,Wisin,spotify:track:43qcs9NpJhDxtG91zxFkj7,68,98,"electro latino, reggaeton, trap latino, urbano latino"
Antes,Anuel AA,spotify:track:73O30uMI7n6DuzBmbtO7kC,60,94,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Necio (feat. Carlos Santana),Romeo Santos,spotify:track:3DKWF8is9hzp84aSxnhlag,75,115,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Yonaguni,Bad Bunny,spotify:track:2JPLbjOn0wPCngEot2STUS,85,180,"musica chihuahuense, nueva musica mexicana"
Escápate Conmigo - Remix,Wolfine,spotify:track:3njYteZvn759aNUXMCxiRX,0,94,"colombian pop, reggaeton, urbano latino"
Adicta,Wolfine,spotify:track:4tr6FXpdTRdg0Xchli0Dhh,0,92,"colombian pop, reggaeton, urbano latino"
Amor de Mentiras,Wolfine,spotify:track:0NfiRQPkVJVsZaHOTuVNC2,0,90,"colombian pop, reggaeton, urbano latino"
Escápate Conmigo,Wolfine,spotify:track:4H8uyGio3kOgc5b1eMyEUQ,0,94,"colombian pop, reggaeton, urbano latino"
Todo De Ti,Rauw Alejandro,spotify:track:4fSIb4hdOQ151TILNsSEaF,81,128,"pop, r&b en espanol"
AM,Nio Garcia,spotify:track:2dNhNlpZAtV4lwAFW45LIv,68,172,"reggaeton, trap latino, urbano latino"
Si Se Da - Remix,Myke Towers,spotify:track:6K5BsR04ijf3FHNzjbaagD,77,94,"trap boricua, trap latino, trap triste, urbano latino"
Diles,Bad Bunny,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,82,118,"musica chihuahuense, nueva musica mexicana"
Caramelo - Remix,Ozuna,spotify:track:67jvGGbJmOmVonlyX3mNkV,75,168,"puerto rican pop, reggaeton, trap latino, urbano latino"
CÓMO SE SIENTE - Remix,Jhayco,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,79,93,"reggaeton, trap latino, urbano latino"
EL MAKINON,KAROL G,spotify:track:2FSGUA0gFgGeQdprjtGM2M,78,89,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Además de Mí - Remix,Rusherking,spotify:track:7I8L3vYCLThw2FDrE6LuzE,70,78,"latin arena pop, latin pop, mexican pop, reggaeton"
Una Vaina Loca,Fuego,spotify:track:3zb856RMKFjdvWre0TKcmA,0,117,"reggaeton, trap latino, urbano latino"
El Efecto - Remix,Rauw Alejandro,spotify:track:74j34STf8L6uADnTN69ohv,71,168,"pop, r&b en espanol"
BOOKER T,Bad Bunny,spotify:track:26w9NTiE9NGjW1ZvIOd1So,77,114,"musica chihuahuense, nueva musica mexicana"
El Farsante,Ozuna,spotify:track:5EId1m4DNwTf3at31w8bPJ,76,120,"puerto rican pop, reggaeton, trap latino, urbano latino"
Sobredosis (feat. Ozuna),Romeo Santos,spotify:track:1WbXIpiGBJkCiv3hn40iPB,76,128,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Si Veo a Tu Mamá,Bad Bunny,spotify:track:41wtwzCZkXwpnakmwJ239F,81,130,"musica chihuahuense, nueva musica mexicana"
Illuminati - Remix,Kiddtetoon,spotify:track:6fGyrAxqgdvhzcOKlMQq5s,56,90,"trap chileno, urbano chileno"
Nena Maldición (feat. Lenny Tavárez),Paulo Londra,spotify:track:2aMVyJSuDFFL1sTjJnvk7X,64,119,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Pa' Olvidarme De Ella,Piso 21,spotify:track:3lR4O0vtkhCAvVEUEWUL0S,70,90,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Relación,Sech,spotify:track:3ZG8N7aWw2meb6UrI5ZmnZ,71,172,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Hasta Que Dios Diga,Anuel AA,spotify:track:06s3QtMJVXw1AJX3UfvZG1,84,174,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Fanatica Sensual (Remix) [feat. Nicky Jam],Plan B,spotify:track:0g5hYBXI9uWcEUfZV7HsYP,65,82,"houston rap, pop, rap, trap queen"
Soy Peor - Remix,Bad Bunny,spotify:track:1RijmOnza5p9CzaFKr8W1Y,67,116,"musica chihuahuense, nueva musica mexicana"
La Santa,Bad Bunny,spotify:track:69vlMrzHwATKzupwNcUPyK,83,93,"musica chihuahuense, nueva musica mexicana"
A Tu Merced,Bad Bunny,spotify:track:4r9jkMEnArtWGH2rL2FZl0,81,92,"musica chihuahuense, nueva musica mexicana"
Mi Niña,Wisin,spotify:track:2bgcUk2A3jjKbCJ7KPquTi,68,100,"electro latino, reggaeton, trap latino, urbano latino"
