name_track,artist_track,uri_track,popularity,tempo,genres,urlImage,album
Tocando Fondo,Kalimba,spotify:track:12KP3TP0BYKhYWp0H3YXtq,65,131.78,"latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273b03193f09eee794707571ac8,Aerosoul
Rayando el Sol,Maná,spotify:track:4Ofg5uuH7qqDIXpAJMpXZV,78,112.677,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",https://i.scdn.co/image/ab67616d0000b2738f301c227a7a88dd9e9f0dc0,Falta Amor
Amor Clandestino,Maná,spotify:track:5etssK2rpk4SnHWWD1Q6xn,73,147.883,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",https://i.scdn.co/image/ab67616d0000b273507bcad8411e6b5ca6add50c,Drama Y Luz
Yo No Sé Mañana,Luis Enrique,spotify:track:7nDIflSHQXzaa8zupxwv3U,77,95.223,"cuatro venezolano, latin pop, modern salsa, musica nicaraguense, salsa, tropical",https://i.scdn.co/image/ab67616d0000b27378f5270e7543a3e3238ddbd0,Ciclos
Oye Mi Amor,Maná,spotify:track:5TA7wLBogohCKbyuCMHBKY,50,162.241,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",https://i.scdn.co/image/ab67616d0000b273475e76644bbc15e038de25fc,Você É Minha Religião: O Melhor Do Maná (Deluxe Version)
Manda Una Señal,Maná,spotify:track:5YY4ICb5bdmLEv5tnpeYUF,0,186.141,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",https://i.scdn.co/image/ab67616d0000b27330317cd1ad47a648433f68c0,Exiliados en la Bahia: Lo mejor de Mana (Correcta)
Vivir Sin Aire,Maná,spotify:track:3qppK9r9CpNUcqAwn9bX6u,55,132.31,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",https://i.scdn.co/image/ab67616d0000b273475e76644bbc15e038de25fc,Você É Minha Religião: O Melhor Do Maná (Deluxe Version)
Corazon Espinado (feat. Mana),"Santana, Maná",spotify:track:2WoqgtWEBbbBKMDN6Becs7,66,119.959,"blues rock, classic rock, mexican classic rock",https://i.scdn.co/image/ab67616d0000b27347eb3ea5a92904c19e102e54,Supernatural (Remastered)
Cómo Dueles en Los Labios,Maná,spotify:track:3sV0UAcGK16bqHXPpPgPy2,63,178.354,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",https://i.scdn.co/image/ab67616d0000b2732f770148868be769ff9f7a90,Sueños Líquidos
Las mañanitas,Pedro Infante,spotify:track:4n3u4No9X1Vwqv7mZain9T,49,79.498,"bolero, bolero mexicano, mariachi, ranchera",https://i.scdn.co/image/ab67616d0000b27371d8406fb70c64567e3fd5a6,Las Mañanitas con Pedro Infante
Una Carta Al Cielo,Lucha Reyes,spotify:track:0ZuIqdywcqhVRduBg1lNRt,0,140.618,"classic peruvian pop, ranchera",https://i.scdn.co/image/ab67616d0000b27380644bb42ddb278d68e90d0c,La Morena De Oro Del Peru - Lucha Reyes - Serie Regresa
El Pirata,Los Dos Compadres,spotify:track:1bWpSlFRXXqatLFAOfg86O,13,147.892,"classic peruvian pop, musica criolla",https://i.scdn.co/image/ab67616d0000b273fa87f646f2b2a5018b8f10c5,Siempre un Vals
Las Puertas Del Infierno,Tierra Santa,spotify:track:7G8BETVnMkQVC9t2hNbBKV,25,92.989,spanish metal,https://i.scdn.co/image/ab67616d0000b2732bd8bf7bb04e62f8d2100872,Indomable
La Cruz de Santiago,Mägo de Oz,spotify:track:1rYjb3MIVvvjyLeQEQCYoq,52,74.504,"celtic metal, latin rock, medieval rock, rock en espanol, spanish folk metal, spanish metal",https://i.scdn.co/image/ab67616d0000b2733e782d96dc4cbe7950a274a9,Finisterra
Knights of Cydonia,Muse,spotify:track:4ptPIXEOOzLtwMC9UZ3ObG,35,137.191,"modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d0000b273c6816704559135719efb0b43,Knights of Cydonia
"Gravity Falls Main Title Theme (from ""Gravity Falls"")",Brad Breeck,spotify:track:7qwZAk9ky0i4Nqw1gm1eQM,0,166.129,otacore,https://i.scdn.co/image/ab67616d0000b273c1310cccea424de86fc65471,"Gravity Falls Main Title Theme (from ""Gravity Falls"")"
Lagrimas,Natasha Dueñas,spotify:track:59NnUaDQntTxcO0tZKH6bh,3,126.016,,https://i.scdn.co/image/ab67616d0000b273ea17a3c002280beed25aacfe,Imperfecta/ Imperfect
Plastico,Natasha Dueñas,spotify:track:5xgIAjOEaUTwVitF1pGcE9,31,166.192,,https://i.scdn.co/image/ab67616d0000b273acd4c411055f8bfb00b9745c,Imperfecta/ Imperfect
You're Beautiful,James Blunt,spotify:track:5pbajJXEPdcoXQPXoAVR1t,66,81.998,"neo mellow, pop rock",https://i.scdn.co/image/ab67616d0000b2739489b7675f782feada134658,Back to Bedlam
Ya Nada Queda,Kudai,spotify:track:7701HVTjqFffLo8InkA9y1,42,150.054,latin pop,https://i.scdn.co/image/ab67616d0000b2736f74758e8d5b82cbe7119efb,Grandes Éxitos
Aunque Ahora Estés Con El,Ricardo Montaner,spotify:track:6jiU8yDuHyHBBQKeYMZ3wJ,0,172.213,latin pop,https://i.scdn.co/image/ab67616d0000b273857bf93b44fc50a2d0072175,Aunque Ahora Estés Con El
A Mi Manera,María Martha Serra Lima,spotify:track:2QVMk6f4i8wiWzyQGdWYag,18,78.166,"cancion melodica, pop romantico",https://i.scdn.co/image/ab67616d0000b273e8c78f837d415eb2d78a00c2,A Mi Manera
Smells Like Teen Spirit,Nirvana,spotify:track:1f3yAtsJtY87CTmM8RLnxf,7,116.761,"grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d0000b27328a90d00a2819504364880e4,Nevermind (Deluxe Edition)
Low Rider,War,spotify:track:4k7FLk0dlY3JRvOc8Ed868,0,138.879,"classic soul, funk, motown, soul",https://i.scdn.co/image/ab67616d0000b273c37156780156e312853ae9aa,Summer Party
Cobarde,Yuridia,spotify:track:1Pk27SJFLKsyqMJDQrOe5B,63,159.853,"latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273ea282ce41751639513803e53,6
Amor Con Hielo,Morat,spotify:track:3gAKq8qx96veJ9Do7H9rBG,0,135.952,colombian pop,https://i.scdn.co/image/ab67616d0000b273edaa7c5a15fac4d16f40b17b,Amor Con Hielo
Ahora Que No Puedo Hablar,Morat,spotify:track:1gEt7PRmV5STLdarNc2YQb,0,89.851,colombian pop,https://i.scdn.co/image/ab67616d0000b273797cd69b7e6ca4914e53c23f,Sobre El Amor Y Sus Efectos Secundarios
I Want To Break Free - Remastered 2011,Queen,spotify:track:4ue5ET9msGNJSO6sSbrCVE,0,108.959,"classic rock, glam rock, rock",https://i.scdn.co/image/ab67616d0000b2733db35792fa2e91722e9897b1,Greatest Hits II (2011 Remaster)
Quién Diría,Ricardo Arjona,spotify:track:4ZmAMOU0bcmrwwOvEK8aDT,57,119.531,"cantautor, latin arena pop, latin pop",https://i.scdn.co/image/ab67616d0000b273a883fc5561a8c737baeb8db8,Canciones De Amor
Realmente No Estoy Tan Solo,Ricardo Arjona,spotify:track:1v7AS4s09Zza4f8qWVkO0l,48,77.101,"cantautor, latin arena pop, latin pop",https://i.scdn.co/image/ab67616d0000b2737d6e9d820246b1bf7b7dd72c,Sólo Para Mujeres
Blues,Rata Blanca,spotify:track:7foEP3davTBDdtm8GpJMSg,39,155.452,"argentine heavy metal, argentine rock, latin alternative, latin rock, rock en espanol, rock urbano mexicano",https://i.scdn.co/image/ab67616d0000b273c9d55bbe57850e8db251d094,La Llave De La Puerta Secreta
Como olvidarme de ti,Antologia,spotify:track:1U3D3NV3hAzQp2ovroW3jt,0,75.924,"classic peruvian pop, huayno, musica ayacuchana",https://i.scdn.co/image/ab67616d0000b273b9f624cdd4572bdbf825e269,Sinfónico
Nostálgia,Antologia,spotify:track:5pO6VBjD3QEP9BgMe2ho4b,0,72.216,"classic peruvian pop, huayno, musica ayacuchana",https://i.scdn.co/image/ab67616d0000b273b9f624cdd4572bdbf825e269,Sinfónico
Para Decir Adiós,José Feliciano,spotify:track:4upfaSEaFtZADSSiPYehzU,55,147.17,"latin pop, puerto rican pop",https://i.scdn.co/image/ab67616d0000b273248a315c68f14152984d2ead,Lo Mejor De...
Solo Pienso en Ti,Guillermo Davila,spotify:track:6MGEVU6H83TrcRxMJLt2Ba,0,80.814,pop romantico,https://i.scdn.co/image/ab67616d0000b273f000377ae4bde7c00e799ffc,Mis Canciones Favoritas
El Amor Acaba - Remasterizado,José José,spotify:track:0GZPuQa3yjeOtybpDWcAoI,50,91.315,"bolero, cancion melodica, ranchera",https://i.scdn.co/image/ab67616d0000b2738f12963d6a747ce4df153c3c,José José - Secretos 30 Aniversario
Un Buen Perdedor,Franco De Vita,spotify:track:0T7JubkdjBXNDVadRIq2ck,71,125.62,"latin arena pop, latin pop",https://i.scdn.co/image/ab67616d0000b273c29b05bf9df6b47a0481f66e,Franco de Vita
El Caballo De Troya,Tierra Santa,spotify:track:2sUsyTWx6HeRxrnPpNL1gJ,50,138.082,spanish metal,https://i.scdn.co/image/ab67616d0000b27329e31a1e286a41535c7bb93a,Tierras de Leyenda
Regresa,Lucha Reyes,spotify:track:6MXJVUtdRPSq5uzSWf4foU,0,130.161,"classic peruvian pop, ranchera",https://i.scdn.co/image/ab67616d0000b27380644bb42ddb278d68e90d0c,La Morena De Oro Del Peru - Lucha Reyes - Serie Regresa
Rasputin,Turisas,spotify:track:0W43LnKXzRivi0WPaoBLVO,60,161.925,"folk metal, nordic folk metal, power metal, slavic folk metal, symphonic metal, viking metal",https://i.scdn.co/image/ab67616d0000b273f0c12c46fce54b0da4c7e802,Rasputin
Entra en Mi Vida,Sin Bandera,spotify:track:7DUh5iszvXQDhhE0ZEtmUe,66,138.015,"latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b2738c6ff5cbed17363658f46732,Hasta Ahora
Me Estoy Enamorando,La Mafia,spotify:track:6TyDYuV7w2BwEFnGiMkIn6,63,141.945,"banda, grupera, musica mexicana, norteno, ranchera, tejano",https://i.scdn.co/image/ab67616d0000b2736b93fa950f89713e69a72f4e,Tesoros De Coleccion
El Mamut Chiquitito - Extended Spanish Version,"Unos Panas Ahi, The Poggi’s",spotify:track:2vPK9uWyxZcWQZjrp3EhSh,43,115.112,,https://i.scdn.co/image/ab67616d0000b2736dc13f9fd3eb5ea6629191c7,Un Mamut Chiquitito (The Little Mammoth)
"Blood Moon Waltz (From ""Star vs the Forces of Evil"")",Club Unicorn,spotify:track:69qZ4hj2Zt2UBjzccRXNDI,39,140.039,,https://i.scdn.co/image/ab67616d0000b273588c34dbf89bd2cdcb97d6ae,"Blood Moon Waltz (From ""Star vs the Forces of Evil"")"
Sin Tí,MDO,spotify:track:4WaoXAWY014qh0vcT0POZi,40,77.717,"latin pop, puerto rican pop",https://i.scdn.co/image/ab67616d0000b273dd4396eb40735b4ad374821d,Subir Al Cielo
En ausencia de ti,Laura Pausini,spotify:track:0I2feE3ac2r9QFhi6y4MDx,48,110.063,"europop, italian adult pop, latin arena pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273f2549c5deed2d30733a7b0e8,Lo mejor de Laura Pausini - Volveré junto a ti
Las cosas que vives,Laura Pausini,spotify:track:0Kk7mbNEkBHO8AMc08g9cY,46,76.022,"europop, italian adult pop, latin arena pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273f2549c5deed2d30733a7b0e8,Lo mejor de Laura Pausini - Volveré junto a ti
La Suegra,XDinero,spotify:track:1d4aQRwcaZcwxhyBd6zsKn,27,164.193,"indie arequipeno, peruvian rock",https://i.scdn.co/image/ab67616d0000b273fa7746dc1578f775cf60d375,Tocar Fondo y Brillar
La Última Vez,Morat,spotify:track:1NPwjsBPyxLvam4LChiif8,0,136.966,colombian pop,https://i.scdn.co/image/ab67616d0000b273d15fbc4c2f78e134e8121940,La Última Vez
No (feat. Gustavo Cerati),"Shakira, Gustavo Cerati",spotify:track:0J6dOwflFSy3h1AoKmkqKc,68,131.989,"colombian pop, dance pop, latin pop, pop",https://i.scdn.co/image/ab67616d0000b273f342e70aacda9d78cfb6ce7a,"Fijación Oral, Vol. 1"
Puedes Contar Conmigo,La Oreja de Van Gogh,spotify:track:1hbWtHgRDG25DkmxE4I28V,69,144.95,"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock",https://i.scdn.co/image/ab67616d0000b273820f6e4afa04594a671e484f,Lo Que Te Conte Mientras Te Hacias La Dormida
Mississippi Queen,Mountain,spotify:track:4vO9dmzNRqDhFY3jD1a3P7,73,139.714,"album rock, blues rock, classic rock, country rock, electric blues, hard rock, proto-metal, psychedelic rock",https://i.scdn.co/image/ab67616d0000b273411cacfc3518a9f2c4a670f6,Climbing!
"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack","John Travolta, Olivia Newton-John",spotify:track:3Zuf70897YkrVRAsrBMMSF,0,106.976,hollywood,https://i.scdn.co/image/ab67616d0000b273fed84093c25ad9637fd126c6,Grease (Deluxe Edition)
Como Se Cura Una Herida - Pop,Jaci Velasquez,spotify:track:0cX6akLoO8PWoTGJbjmcoK,49,149.849,christian music,https://i.scdn.co/image/ab67616d0000b273ddb5890492e5bef1815f264a,Mi Corazon
Escapémonos,"Marc Anthony, Jennifer Lopez",spotify:track:7EJHP2VwCfVaJYM9QE8MV5,40,78.398,"latin pop, modern salsa, salsa, tropical",https://i.scdn.co/image/ab67616d0000b273aa7da6f38ade089ddbc0940c,Amar Sin Mentiras
Paris,La Oreja de Van Gogh,spotify:track:5ByvJeBlrYISiwy7AVEAmP,67,137.026,"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock",https://i.scdn.co/image/ab67616d0000b273fb01108d92974ffab07a05fb,El Viaje de Copperpot
Almohada,José José,spotify:track:69cgiu9Ifd9Sh0FMWZsASJ,69,73.442,"bolero, cancion melodica, ranchera",https://i.scdn.co/image/ab67616d0000b273f2d8f6b758a1920b20b2e495,Lo Pasado Pasado
Tu Amor Por Siempre,Axel,spotify:track:0gdXjabcDhUeitLTzxxPFd,54,153.894,"argentine telepop, latin arena pop, latin pop",https://i.scdn.co/image/ab67616d0000b27321836d1bb18dc43b9ad5f905,Hoy
Billie Jean,Michael Jackson,spotify:track:5ChkMS8OtdzJeqyybCc9R5,83,117.046,"r&b, soul",https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,Thriller 25 Super Deluxe Edition
Beat It,Michael Jackson,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,80,138.827,"r&b, soul",https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,Thriller 25 Super Deluxe Edition
Don't Stop 'Til You Get Enough,Michael Jackson,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,77,118.881,"r&b, soul",https://i.scdn.co/image/ab67616d0000b2737027294551db4fda68b5ddac,Off the Wall
Smooth Criminal - 2012 Remaster,Michael Jackson,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,77,118.193,"r&b, soul",https://i.scdn.co/image/ab67616d0000b2731bb21d27effb96a1d0fe8d6d,Bad 25th Anniversary
Estrechez De Corazón,Los Prisioneros,spotify:track:4oR2kX5BI50GBnQGRdRRsM,68,130.28,"chilean hardcore, chilean rock, latin rock, rock en espanol, ska chileno",https://i.scdn.co/image/ab67616d0000b273c5246f80d22d902d0be31cbf,Coleccion Suprema
Persiana Americana - Remasterizado 2007,Soda Stereo,spotify:track:71awpJoi5bqGMBrTkHDDoL,73,101.208,"argentine rock, latin alternative, latin rock, post-punk argentina, rock en espanol, ska argentino",https://i.scdn.co/image/ab67616d0000b2734a6f5598c41e77ae78cab725,Signos (Remastered)
Pumped Up Kicks,Foster The People,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,85,127.975,"indietronica, modern alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5,Torches
Somewhere over the Rainbow,The Ukulele Boys,spotify:track:4JdEh0vbCChtjGwQpHxdeF,40,168.707,ukulele cover,https://i.scdn.co/image/ab67616d0000b2734b033e40104ebce8684102ce,Somewhere over the Rainbow
I'm A Believer,Smash Mouth,spotify:track:4lAYMPLPFOovwTCmtTt9b5,0,82.331,"pop rock, post-grunge",https://i.scdn.co/image/ab67616d0000b273fdbad1f02e240471592b58e4,Smash Mouth (International Version)
The X-Files Theme (Main Title: Materia Primoris),"TV Series Unlimited, The X-Files Theme",spotify:track:3rKrHjvtRpH5NDEMq2EVRz,40,118.001,,https://i.scdn.co/image/ab67616d0000b273d31142b515684823b26c9ebf,The X-Files Theme (Main Title: Materia Primoris)
Donde Estara Mi Primavera,Marco Antonio Solís,spotify:track:1bF1v9KpRL8AUEy8L8ErCc,0,177.977,"grupera, latin pop, musica mexicana, ranchera",https://i.scdn.co/image/ab67616d0000b27385376b1dfa9012b32538a34f,Más De Mi Alma
Alucinado,Tiziano Ferro,spotify:track:2okSVozlpUhSKk7AEYvMMl,42,149.945,"italian adult pop, italian pop",https://i.scdn.co/image/ab67616d0000b273f45069c2193b605550e7664d,Rojo Relativo
Nunca Voy A Olvidarte,Cristian Castro,spotify:track:2SC6uDtnnBaYLDjYLUsNW1,0,156.138,"latin arena pop, latin pop",https://i.scdn.co/image/ab67616d0000b2736b0e8e1e91248cbc7448026f,Romances
Don't Stop Me Now - Remastered 2011,Queen,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,85,156.295,"classic rock, glam rock, rock",https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,Jazz (2011 Remaster)
"Non, je ne regrette rien",Édith Piaf,spotify:track:3dkIE8P7hvl3tHl9KSb6dA,69,87.018,"chanson, torch song, vintage schlager",https://i.scdn.co/image/ab67616d0000b2733d69a1082b9d676263912178,Eternelle
Hawai Five-0 (TV Series Theme),Blu Bay Band,spotify:track:4zza2i10DqyeMiSm42G05a,0,89.461,,https://i.scdn.co/image/ab67616d0000b273ec3956af5c0aa9c8bdfa771a,"Bang! - Top TV Theme Tune Hits, Vol. 1 Classic Crime"
Crash,Fit For Rivals,spotify:track:5BLoswa7A6wtEerA7yHEp3,0,164.033,pixie,https://i.scdn.co/image/ab67616d0000b273d8ef440b63c354f0469d94ee,Steady Damage
La mer,Charles Trenet,spotify:track:7sZSe99XSTu5KpYJEThvWr,50,84.749,chanson,https://i.scdn.co/image/ab67616d0000b2735ffef555fbc9d8cb7f76e3a8,The Extraordinary Garden - The Very Best Of Charles Trenet
Too Late Too Late - Live,Metallica,spotify:track:6HH9lCrtPH4OQVPbDyTOLZ,0,98.107,"hard rock, metal, old school thrash, rock, thrash metal",https://i.scdn.co/image/ab67616d0000b2732873f7b94ddd51a1f206ba65,Garage Inc.
O Mio Babbino Caro,Sarah Brightman,spotify:track:17seuwDbH9FKHgxcEeA07W,38,65.536,operatic pop,https://i.scdn.co/image/ab67616d0000b2730244b0de05899f4257a2e5ed,Classics
Celebration,Kool & The Gang,spotify:track:5wiu4PUC6CLNNbC48vqGOb,0,121.647,"disco, funk, motown, soul",https://i.scdn.co/image/ab67616d0000b2732706a7c41fca2950845360ec,Celebrate!
Катюша (Katyusha),The Browncoats,spotify:track:0oLcRaE80s0fGbQGVDPjNg,33,144.01,,https://i.scdn.co/image/ab67616d0000b273819e506993404ba19ab0025d,Drunk
Me Soltaste,Jesse & Joy,spotify:track:02yD6Wmpx5kLAoXLQOnuEb,71,111.661,"latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273d01f410ddd5776121c42bf59,Un Besito Más
Daría,La Quinta Estacion,spotify:track:6R4M38YBKanjAqYPdHxPgC,0,132.952,"latin arena pop, latin pop, spanish pop rock",https://i.scdn.co/image/ab67616d0000b27309004b11000b160db74564ab,Flores De Alquiler
Si Tú Supieras,Alejandro Fernández,spotify:track:25eJZxXQPVGktyLMyenMwR,0,173.706,"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera",https://i.scdn.co/image/ab67616d0000b27308cda37ff9c70cc5836702a4,Alejandro Fernandez
Momentos,Noel Schajris,spotify:track:6KmpYDGf6u627DRNc3ZDC8,50,127.919,"latin arena pop, latin pop",https://i.scdn.co/image/ab67616d0000b273c8751657ae3cdd7395280cca,Uno No Es Uno
Néctar de Verano,Kela Gates,spotify:track:1XW22Axj4hYLmDRQm4bTzW,0,121.653,nueva ola peruana,https://i.scdn.co/image/ab67616d0000b2732408db25c727f17aa4530976,Todos Sus Éxitos
¿Quieres Ser Mi Amante?,Camilo Sesto,spotify:track:1Y7q2zwCBjt9zgIHZ0Ku7J,71,151.979,"bolero, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b2737c212ea9e502480127a718ad,Camilo
Vivir Así Es Morir de Amor,Camilo Sesto,spotify:track:3yzHIAzk3zVE1WgspS8W21,67,102.24,"bolero, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b2732ea020830d2ddb5b81d139cc,Sentimientos
After School the Blue Sky,daigoro789,spotify:track:4hDT77dINYiYhoKGEPRwkQ,0,74.408,"anime score, japanese vgm",https://i.scdn.co/image/ab67616d0000b27364475c4deb992e63583db040,daigoro789 plays Toradora!
"Te lo agradezco, pero no (feat. Shakira)","Alejandro Sanz, Shakira",spotify:track:67g3Wn5bMFDV4qGICl4u6J,58,149.919,"cantautor, latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273b648b034dca63d0b5e4d4c4a,Coleccion definitiva (Deluxe)
I Got You (I Feel Good),James Brown,spotify:track:3ASrlku9X40moDdtdoPDqb,0,144.408,"funk, soul",https://i.scdn.co/image/ab67616d0000b27362e298a57cb631e7a63003de,Get On Up - The James Brown Story (Original Motion Picture Soundtrack)
Ahora,Alberto Plaza,spotify:track:56AP8GZI4KOhbgvx6D5ume,52,143.915,,https://i.scdn.co/image/ab67616d0000b273f707adf1d3baeb4da651617e,Febrero 14
The Trooper - 1998 Remastered Version,Iron Maiden,spotify:track:2pxAohyJptQWTQ5ZRWYijN,0,162.12,"hard rock, metal, nwobhm, rock",https://i.scdn.co/image/ab67616d0000b273a492203c6bb696640e89665b,Piece Of Mind (1998 Remastered Edition)
Rolling in the Deep,Adele,spotify:track:1CkvWZme3pRgbzaxZnTl5X,2,104.945,"british soul, pop, pop soul, uk pop",https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566,21
Lost My Pieces,daigoro789,spotify:track:6INlJsnXtGnDoRMIM5QbMQ,0,82.104,"anime score, japanese vgm",https://i.scdn.co/image/ab67616d0000b27364475c4deb992e63583db040,daigoro789 plays Toradora!
Mil Horas,Los Abuelos De La Nada,spotify:track:7uKe068f3goRFEhH6MCbun,0,99.796,"argentine rock, post-punk argentina, ska argentino",https://i.scdn.co/image/ab67616d0000b273b48a6d969c6bb667e24929a5,Vasos Y Besos
Flaca,Andrés Calamaro,spotify:track:1p7m9H4H8s0Y7SgRm7j3ED,78,109.326,"argentine rock, cantautor, latin alternative, latin rock, pop argentino, rock en espanol",https://i.scdn.co/image/ab67616d0000b273e4b8ec3d2ffe1f77c7185d48,Alta Suciedad
Tren Al Sur,Los Prisioneros,spotify:track:5nvS1vouQkX0HxOohfqCoS,65,180.503,"chilean hardcore, chilean rock, latin rock, rock en espanol, ska chileno",https://i.scdn.co/image/ab67616d0000b273c5246f80d22d902d0be31cbf,Coleccion Suprema
Bonita,Cabas,spotify:track:6HNsJQihjxODgGWQafAJau,64,108.045,"colombian pop, latin pop, reggaeton colombiano",https://i.scdn.co/image/ab67616d0000b2738f9b9541a5d3744a99a7b74a,Amores Difíciles
What's Up?,4 Non Blondes,spotify:track:7f0jXNMu2xjQUtmKMuWhGA,0,134.537,"new wave pop, pop rock",https://i.scdn.co/image/ab67616d0000b273b6661e358246261816ca707e,"Bigger, Better, Faster, More !"
American Idiot,Green Day,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,81,186.113,"modern rock, permanent wave, punk, rock",https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b,American Idiot
Te quiero igual,Andrés Calamaro,spotify:track:7qIw4D1PcDHigDohKkLB0W,67,128.074,"argentine rock, cantautor, latin alternative, latin rock, pop argentino, rock en espanol",https://i.scdn.co/image/ab67616d0000b273ff005a174a4100e63335624c,Honestidad Brutal
Olvida la Amargura,Jade,spotify:track:5C1QBxSrrsSyUdbn9SGb6d,36,159.893,anime latino,https://i.scdn.co/image/ab67616d0000b273e43aec05160c7cd5d1a993d1,"Star Talent Anime Concert, Vol. 1"
Legendaria Luz de Luna,Marisa De Lille,spotify:track:6OOrm1Pi4ohW2IgxaPMXfL,42,139.901,anime latino,https://i.scdn.co/image/ab67616d0000b273e43aec05160c7cd5d1a993d1,"Star Talent Anime Concert, Vol. 1"
El Mundo He de Cambiar,Nicolás Silva,spotify:track:4cPZe1AxogG4pACwjez4j0,38,129.055,anime latino,https://i.scdn.co/image/ab67616d0000b273e43aec05160c7cd5d1a993d1,"Star Talent Anime Concert, Vol. 1"
the WORLD,Nightmare,spotify:track:1ShQlzjMz0XkaHt5CgMpBs,32,95.049,"j-metal, visual kei",https://i.scdn.co/image/ab67616d0000b273e097e4fe810faf8c4c8cd218,the WORLD/アルミナ
All Star,Smash Mouth,spotify:track:3cfOd4CMv2snFaKAnMdnvK,81,104.019,"pop rock, post-grunge",https://i.scdn.co/image/ab67616d0000b2734f3bbf9631faeb8de9912a23,Astro Lounge
We Are Number One,4Fate,spotify:track:2vFpjbURZCcCeVPgI2IppI,0,161.99,,https://i.scdn.co/image/ab67616d0000b2731b7a3c48b60fcebf307429fa,We Are Number One
Let's Get It On,Marvin Gaye,spotify:track:0jHkgTtTaqg5LNCiYDQPUB,63,168.512,"classic soul, motown, neo soul, northern soul, quiet storm, soul",https://i.scdn.co/image/ab67616d0000b273b98aacb957a40d613445f92f,Let's Get It On (Expanded Edition)
Never Gonna Give You Up,Rick Astley,spotify:track:6JEK0CvvjDjjMUBFoXShNZ,0,113.325,"new romantic, new wave pop, soft rock, sophisti-pop, synthpop",https://i.scdn.co/image/ab67616d0000b273abe43556d848d4d51e35459e,The Best Of
Holdin' On - Skrillex & Nero Remix,I See MONSTAS,spotify:track:59mrlGMBEAI9lwuBHK7OdA,0,174.096,,https://i.scdn.co/image/ab67616d0000b27306d4bef03aaec1406104b12a,MONSTA EP
Bad To The Bone,George Thorogood & The Destroyers,spotify:track:6s0NHplywwr1IjnQpUpWJk,72,149.231,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock",https://i.scdn.co/image/ab67616d0000b273ff4db4dae0252068fc3db08f,BAD TO THE BONE
That's What I Like,Bruno Mars,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,86,134.066,"dance pop, pop",https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,24K Magic
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,spotify:track:2E43WFS4rRc09za2r2GmZl,77,151.99,"emo, modern rock, pop, pop punk, rock",https://i.scdn.co/image/ab67616d0000b273483a98632e23f6d2623ab75c,Save Rock And Roll
"Hey, Look Over Me","Ronnie Hilton, Frank Cordell And His Orchestra",spotify:track:6O9sSsih2Ldytfjustw2JU,1,123.855,deep adult standards,https://i.scdn.co/image/ab67616d0000b273809e3487524911fa9733c7df,The Best of Ronnie Hilton With Frank Cordell and His Orchestra
Move Your Feet - Radio Edit,Junior Senior,spotify:track:2FInF9L7eLqcY8rJFCSIQ1,0,118.848,danish pop,https://i.scdn.co/image/ab67616d0000b273e84310d350e04cb37e0d9598,Move Your Feet
