name_track,artist_track,uri_track,popularity,tempo,genres,urlImage,album
Un velero llamado Libertad,José Luis Perales,spotify:track:6O4LIYBSFROdVpxAUnG3oZ,0,93.568,"cancion melodica, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b27319a1366ab7b8ba5499886a6e,15 De Coleccion
Popurri Juan Gabriel Medley,Pandora,spotify:track:2HtaztxlMW5bPI7ddDSXDd,61,102.492,,https://i.scdn.co/image/ab67616d0000b2737be1f1346c93743f1d6086d6,Solo Lo Mejor - 20 Exitos
Desde Que Te Vi,Natalino,spotify:track:7sVS4ey7SaQMRDgkIt5Q9t,0,92.013,,https://i.scdn.co/image/ab67616d0000b27304bee746468500d6ad6b83b7,Desde Que Te Vi
Ángel - Once in Your Lifetime,Belinda,spotify:track:46byx3nwRDZwZ0dxPZNs0G,64,164.015,"latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273d3cf840d8a7e8a5785df7d81,Belinda
Maldita Primavera,"Javiera Parra, Los Imposibles",spotify:track:72BwodBTqLkvm1pFqoBW6N,46,134.162,nueva cancion,https://i.scdn.co/image/ab67616d0000b2734dc20b2fc0955ed8b9543bc5,AM + bonus Tracks (Edición Aniversario)
Usted Se Me Llevo la Vida,Alexandre Pires,spotify:track:1wx6JALNy9KXwndVziEUKw,64,139.189,"pagode, pagode novo",https://i.scdn.co/image/ab67616d0000b273ec36b09f75e35e4d5ee2d22a,É Por Amor
Tu Sin Mi,Dread Mar I,spotify:track:0gWa0Y7I6Y78QWjuudv58R,0,83.965,"argentine reggae, rock en espanol",https://i.scdn.co/image/ab67616d0000b273e2719481ad65b8750af21fae,Vivi En Do
Hasta Que Vuelvas Conmigo,Gian Marco,spotify:track:35rUb89FgL1BBF9YdVVhKB,0,96.049,peruvian rock,https://i.scdn.co/image/ab67616d0000b273eed1cad4f852096e0d541146,Desde Adentro
Preso,José José,spotify:track:6HlIwEASZhw0cO2YtzxQ8f,67,110.989,"bolero, cancion melodica, ranchera",https://i.scdn.co/image/ab67616d0000b27377530997e0c52a8192f386c0,Gracias
Vamos a Darnos Tiempo,José José,spotify:track:4hsISengUD6beOi6kUIcXl,72,147.667,"bolero, cancion melodica, ranchera",https://i.scdn.co/image/ab67616d0000b27377530997e0c52a8192f386c0,Gracias
Fría Como El Viento,Luis Miguel,spotify:track:6XnaogpLEF3StecNqq8FHN,59,131.88,"bolero, latin pop",https://i.scdn.co/image/ab67616d0000b273f51c3ac4705ac687f7745f94,Grandes Éxitos
Vivir Lo Nuestro,Basilio,spotify:track:6yk3wInGEoAHEUaLSHbFOd,36,153.967,pop romantico,https://i.scdn.co/image/ab67616d0000b2734fb6ea5449b8e73380407010,Será Que Estoy Soñando
Trotamundos,Nicola Di Bari,spotify:track:18G17qWVXitjsAmcX7wZqg,31,173.594,"classic italian pop, pop romantico",https://i.scdn.co/image/ab67616d0000b2737f167b4b59ab0a4d288261d4,Story
Estar enamorado,Raphael,spotify:track:1RdWhU1aCxyA42BpM1To1H,20,141.762,,https://i.scdn.co/image/ab67616d0000b2738f5dcd600d0354ad401912b7,Los Romanticos- Raphael
El Maestro De Violin (español),Domenico Modugno,spotify:track:5NQF6Xr6ViYKQpPsUGtyEz,0,103.463,"classic italian pop, italian adult pop",https://i.scdn.co/image/ab67616d0000b273aa4321b4f5b471e501140cd0,Canta Sus Mejores Canciones
El Teléfono Llora,Jose Carlos,spotify:track:72GRdJKkfJkF2scc71siYL,21,112.28,,https://i.scdn.co/image/ab67616d0000b273f8498e710683934d571cbc73,"El Clan de los Recuerdos, Vol. 1"
Mala Sombra,Carmencita Lara,spotify:track:23y2ZM0Zp4f1uOt0grl9KU,40,139.644,"classic peruvian pop, musica criolla",https://i.scdn.co/image/ab67616d0000b2730b909bcd664e709a5ed53242,Viva el Norte
Qué sabe nadie,Raphael,spotify:track:7g74J1EQbmDSlool8ygekO,38,82.701,,https://i.scdn.co/image/ab67616d0000b273e4055c56ee2193402519b979,Grandes Éxitos: Raphael
Cierro mis ojos,Raphael,spotify:track:5kUGmUOXhPhPoT4sJ9zBdJ,36,123.918,,https://i.scdn.co/image/ab67616d0000b273b7dfc28473d02d1fe6f8db57,30 Exitos Insuperables
En carne viva,Raphael,spotify:track:4a9SewQDbrsB93CHgVb5o7,38,78.308,,https://i.scdn.co/image/ab67616d0000b273447ab19803630dbe35df99fe,Maravilloso Raphael
Cuando tú no estás,Raphael,spotify:track:4SSdvlXxhekYOSdLBhd3Et,21,108.376,,https://i.scdn.co/image/ab67616d0000b27366f6d5a2c8698ba3a4a3c11a,El legado de Raphael
Down with the Sickness,Disturbed,spotify:track:4ImIJRZNJhNQLLdUFSYJoS,68,90.009,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b27394a42e7b21b0fab4f4773db2,The Sickness (10th Anniversary Edition)
Stricken,Disturbed,spotify:track:6RJdYpFQwLyNfDc5FbjkgV,75,173.847,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b273bbdafec608fc5329ec2ad831,Ten Thousand Fists
Warrior,Disturbed,spotify:track:2TNPagu8Z4zvDOpmnktF00,65,101.055,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b273fa6551bf5f8a821baa48a1e8,Asylum (Deluxe Edition)
Open Your Eyes,Disturbed,spotify:track:34bimdZj8GMHEt8BiKVmie,48,116.025,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b273d7bd0f8e4d2a399020b333e8,Immortalized
The Night,Disturbed,spotify:track:4pADXqX5x76fDS8RmyvgwO,62,184.076,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b2731aeed60b435be44dd68a57a3,Indestructible (Deluxe Edition)
Prayer,Disturbed,spotify:track:3QmLR4leyGjTTe0BGHVCRm,40,99.107,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b273f1619ca2edfa036cce768e1e,Believe
This Moment,Disturbed,spotify:track:6wJqtdE4wC9TXOLgCNBVde,55,171.835,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b2735d6757faf5a3cdbbfd34107a,The Lost Children
What Are You Waiting For,Disturbed,spotify:track:3FY6YnxgFDn1WFw9MACRSk,43,165.05,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b273d7bd0f8e4d2a399020b333e8,Immortalized
The Eye of the Storm,Disturbed,spotify:track:4KNW8d7z1CC8wMyEBEN9wV,37,79.081,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b273d7bd0f8e4d2a399020b333e8,Immortalized
Hell,Disturbed,spotify:track:1RIn8LBQzinLEraFtUcpZP,54,100.845,"alternative metal, nu metal, rap metal, rock",https://i.scdn.co/image/ab67616d0000b2735d6757faf5a3cdbbfd34107a,The Lost Children
Esta Tarde Vi Llover,Armando Manzanero,spotify:track:6d2RwBUedJKWUfbQlnbzMF,29,136.291,"bolero, cancion melodica, latin pop, musica yucateca, velha guarda",https://i.scdn.co/image/ab67616d0000b273b27853baf960634f813e5b66,Armando Manzanero
Celos,Fanny Lu,spotify:track:2hdYJErHWBBfRlep7ghxH3,0,132.019,"colombian pop, latin pop, reggaeton",https://i.scdn.co/image/ab67616d0000b2732f373a25e0eeb6dc9cffee6a,Dos
Celos,Camilo Sesto,spotify:track:48ub18TiOjhf0AIqt4XnnF,33,141.187,"bolero, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b2733da51e0211fd273993cd1a5c,Entre Amigos
Puerto Montt,Los Iracundos,spotify:track:6jHzoHqjA51A1vzoXMgMPU,25,103.648,pop romantico,https://i.scdn.co/image/ab67616d0000b27376f0896f664deec492ddd164,20 Exitos
Cuando Pienses En Volver,Pedro Suárez-Vértiz,spotify:track:2fhiUTL88DK1y6VWCwumXO,0,104.002,peruvian rock,https://i.scdn.co/image/ab67616d0000b2736944f85d9b83a4feebb9f189,Play
Cada Cosa en Su Lugar,Guillermo Davila,spotify:track:5e6TvvhPtc2KBF4ALbM3bv,0,62.698,pop romantico,https://i.scdn.co/image/ab67616d0000b2736977be2b93bae52395928ae8,Cuando Cambiaré
Y Te Pienso,Franco De Vita,spotify:track:7G4Zmm9NxxAXstaQosuX6c,48,103.333,"latin arena pop, latin pop",https://i.scdn.co/image/ab67616d0000b2732806e758e5b17a5a51cee476,Voces A Mi Alrededor
Tema del adios,Pedro Suárez-Vértiz,spotify:track:6SMZDj3kgGpawqPKfy2tre,21,134.806,peruvian rock,https://i.scdn.co/image/ab67616d0000b2730730ee24ecae840406148497,Amazonas
Amazonas,Pedro Suárez-Vértiz,spotify:track:5yJQWY6GhEF5i4mj717vp1,33,96.023,peruvian rock,https://i.scdn.co/image/ab67616d0000b2730730ee24ecae840406148497,Amazonas
Túnel del Tiempo,Pedro Suárez-Vértiz,spotify:track:1znPffZgcfKikzMwcAPYWD,16,124.014,peruvian rock,https://i.scdn.co/image/ab67616d0000b2730730ee24ecae840406148497,Amazonas
Hay un modo,Pedro Suárez-Vértiz,spotify:track:36cnhbhrWisHZdWmcr5WtP,32,109.993,peruvian rock,https://i.scdn.co/image/ab67616d0000b2730730ee24ecae840406148497,Amazonas
Nadia (feat. Juan Diego Florez),Pedro Suárez-Vértiz,spotify:track:556fzaLRJYGkUvLK8LQmQf,32,122.04,peruvian rock,https://i.scdn.co/image/ab67616d0000b2730730ee24ecae840406148497,Amazonas
El Extraño del Pelo Largo,Los Enanitos Verdes,spotify:track:4BlMZN5TUA3O1NbtnMZOEh,53,134.745,"argentine rock, latin alternative, latin pop, latin rock, mexican pop, rock en espanol, ska argentino",https://i.scdn.co/image/ab67616d0000b273b73b130ac6b4b5bef099831a,Originales - 20 Exitos
Si Tú Te Vas,Camilo Sesto,spotify:track:5m6K1WcBayx0N2CRkRAQkp,44,140.219,"bolero, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b2739ae5c98fd1a25259816dc41d,Camilo Superstar
Donde Estaras,Ricchi E Poveri,spotify:track:48kQ9dT6e0yexYR791ar4I,62,94.503,classic italian pop,https://i.scdn.co/image/ab67616d0000b273df242af1feadab5d937a488e,Exclusive Ricchi E Poveri - 15 Exitos
I Love Rock 'n' Roll,The Black Jets,spotify:track:0p20xyAdYkaxAPWdXr0sir,0,94.009,,https://i.scdn.co/image/ab67616d0000b2730d3cc8ac8408aa6c52a4823e,ReCovered Hits Volume 2
Sabes,Reik,spotify:track:37miw1ff4zH0LDuFrBvZ4i,71,144.001,"latin arena pop, latin pop, mexican pop, reggaeton",https://i.scdn.co/image/ab67616d0000b273bdc144323f2959e8df21d250,Secuencia
Juntos,Paloma San Basilio,spotify:track:7jK3BKP4SDY3MGHKgbGcp9,51,137.707,"cancion melodica, pop romantico",https://i.scdn.co/image/ab67616d0000b2739d0913ba358fb092e0bfa96a,Ahora
Eres,Massiel,spotify:track:0MIH2zi0vgbZVQCpxoyc6l,52,105.067,"cancion melodica, pop romantico, ye ye",https://i.scdn.co/image/ab67616d0000b2731b98d7e355f1699d77766dbe,Autorretrato. Lo mejor de Massiel
El Amar y el Querer,José José,spotify:track:1fgaOwpFRwsQr9V8sPMbka,54,133.264,"bolero, cancion melodica, ranchera",https://i.scdn.co/image/ab67616d0000b27353b54ee2a99d74623fad1f9a,20 Triunfadoras De Jose Jose
Fresa Salvaje,Camilo Sesto,spotify:track:5Fq0oLwwLAj07lgkTSfeaC,29,121.841,"bolero, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b2739ae5c98fd1a25259816dc41d,Camilo Superstar
Teorema,Miguel Bosé,spotify:track:4x2ijBlYr4etxGMG4UnjlT,36,120.427,"latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b2731b6d3870086437e47bac4cc5,"""Miguel"""
Chiquitita - Spanish Version,ABBA,spotify:track:2z8Tf7FDIY7vDgP6r4xSoZ,0,84.251,"europop, swedish pop",https://i.scdn.co/image/ab67616d0000b2736324082fb535d8d98de3bc47,Gracias Por La Musica (Deluxe Edition)
Como una Ola,Rocío Jurado,spotify:track:4x1SuI9nPq9tWeEbaRDUsM,50,103.84,"cancion melodica, copla, pop romantico",https://i.scdn.co/image/ab67616d0000b2736302c594da4822c393738856,15 Exitos Originales Con Rocio Jurado
Corazón Contento,Marisol,spotify:track:25wv1fWZsBJM2IaPas5oHK,29,131.307,"cancion melodica, pop romantico",https://i.scdn.co/image/ab67616d0000b27357061147ce5500ac386dc70a,Cuentame
Lady Laura,Roberto Carlos,spotify:track:6lonwYPgkOxldNdkbbJudB,46,150.565,"jovem guarda, mpb",https://i.scdn.co/image/ab67616d0000b27380aebf150bcb6f34f741159c,Pra Sempre Em Espanhol - Vol. 1
Costumbre (Costumes),Roberto Carlos,spotify:track:5wy7rwStXG8PcqGhZgdUf0,14,139.797,"jovem guarda, mpb",https://i.scdn.co/image/ab67616d0000b27380aebf150bcb6f34f741159c,Pra Sempre Em Espanhol - Vol. 1
A Veces Pienso (As Vezes Penso),Roberto Carlos,spotify:track:6SzoiXe2pFbte9IOBYGSth,11,136.074,"jovem guarda, mpb",https://i.scdn.co/image/ab67616d0000b27380aebf150bcb6f34f741159c,Pra Sempre Em Espanhol - Vol. 1
Dueño de Nada,José Luis Rodríguez,spotify:track:7qa4nT1d5kv8KXIeGDmmr9,47,171.042,"cancion melodica, latin pop, pop romantico, ranchera",https://i.scdn.co/image/ab67616d0000b273e8d0701c16f6e372565a9245,Mis Favoritas
Por Si Volvieras,"José Luis Rodríguez, Carlos Rivera",spotify:track:6hMxFhmT456IvBPdsJ1LfL,35,123.028,"cancion melodica, latin pop, pop romantico, ranchera",https://i.scdn.co/image/ab67616d0000b27384243e7944026340bc710363,Inmenso
Toda la Noche Oliendo a Ti,Jeanette,spotify:track:361ePlL30dZ240c84R06AG,44,73.917,,https://i.scdn.co/image/ab67616d0000b27354ac59a1fcfba98eecde89bd,Originales - 20 Exitos
Por Muchas Razones Te Quiero,Palito Ortega,spotify:track:7uSEht8p9wuXz7sQfUBU47,0,82.126,"cancion melodica, pop romantico, ranchera",https://i.scdn.co/image/ab67616d0000b273262cc7654b19fe504e9a817a,Palito Ortega y Sus Éxitos
Como Deseo Ser Tu Amor,Los Galos,spotify:track:1ibPxOzvnD3kQk3hGIwEdY,0,90.04,"nueva ola chilena, pop romantico",https://i.scdn.co/image/ab67616d0000b2737e1752f18013f5db0aca9939,21 Paginas de Amor
"Amor de Hombre (De ""La Leyenda del Beso"")",Mocedades,spotify:track:5KwijXdF7LhoZ6PyezS26b,49,168.426,"cancion melodica, pop romantico, ranchera",https://i.scdn.co/image/ab67616d0000b27302b4283d478f8e6032cf8a92,Amor De Hombre Y Otros Grandes Éxitos
Toma Mi Mano,Belanova,spotify:track:0LWHidHKiLhbw5QCeg6jKM,54,202.88,"latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b2731a6a45eda3af5c59cc7b4932,Fantasía Pop
Tan Sólo un Minuto,Río Roma,spotify:track:1htQs0WEb5t0nojFwBQyuT,52,181.772,"latin arena pop, latin pop, latin viral pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273e638dfbd1f3089878f38c73b,Al Fin Te Encontré
Voy a Olvidarme de Mi,Carlos Vives,spotify:track:4LpwpxeVZUuHE46kqpXqrP,0,142.053,"colombian pop, latin pop, vallenato",https://i.scdn.co/image/ab67616d0000b273851c8111a6f2aaf9cdd160ab,El Rock de Mi Pueblo
Quédate,Zen,spotify:track:5WbgDeqVRo5C6mzJYIxlHn,45,77.996,peruvian rock,https://i.scdn.co/image/ab67616d0000b2734b688b8b171c5fe2a5f639e9,Aquí y Ahora
Echame a Mí la Culpa,Guaraná,spotify:track:2vIprOKFrPtsnQtADuVUp8,51,75.979,spanish pop,https://i.scdn.co/image/ab67616d0000b273ddcf31d2d3ca66d7bf23c01b,El Efecto Guaraná
Headstrong,Trapt,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,74,184.981,"alternative metal, nu metal, post-grunge",https://i.scdn.co/image/ab67616d0000b27374d9a833744be96426ee833c,Trapt
Triciclo Perú,Los Mojarras,spotify:track:5GUPHcl11vUeOf1OwDjJb5,0,173.438,"peruvian indie, peruvian rock",https://i.scdn.co/image/ab67616d0000b273d12e1ca6622c7fcde945a6e0,Rock Urbano
Y es que sucede así,Arena Hash,spotify:track:5WqWhg1DI6aWGLHOG8XLZP,0,149.64,peruvian rock,https://i.scdn.co/image/ab67616d0000b273e977ea7aa61a0f5e2b9f8a6d,Ah Ah Ah
Triste canción,El Tri,spotify:track:4554zRN6eSbX8oHN0Uj609,36,148.036,"latin alternative, latin rock, mexican rock, rock en espanol, rock urbano mexicano",https://i.scdn.co/image/ab67616d0000b2732e0fab184674fe5702743125,20 Grandes Exitos
La Vecindad Del Chavo,El Chavo,spotify:track:3wyKhNsfgNm1xSCDPo9SVQ,0,124.845,bass trip,https://i.scdn.co/image/ab67616d0000b27326367b89d27e09a07337f92e,La Más Completa Colección
La Carcachita,El Dr. Chapatín,spotify:track:0lxvBYggOzkYlofPKE22vB,0,82.067,,https://i.scdn.co/image/ab67616d0000b27326367b89d27e09a07337f92e,La Más Completa Colección
El Chapulin Colorado,El Chavo,spotify:track:6rDm00NCMPka5ugbGKK6cJ,0,132.438,bass trip,https://i.scdn.co/image/ab67616d0000b27326367b89d27e09a07337f92e,La Más Completa Colección
Joven Aún,La Vecindad,spotify:track:42br2GHrz4TJQAYkKrvQNL,0,139.562,,https://i.scdn.co/image/ab67616d0000b27326367b89d27e09a07337f92e,La Más Completa Colección
Olvídala,Binomio de Oro de América,spotify:track:0QUnzLeB2USzFv8OqJe8S8,0,132.293,vallenato,https://i.scdn.co/image/ab67616d0000b273e78a6f1968500050e014e509,30 Mejores: Binomio de Oro de América
King of the World,Weezer,spotify:track:2hvjANvogqQu3ikKX8By3H,20,79.982,"alternative rock, modern power pop, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d0000b27342311cd4ad2ecb634560fc33,King of the World
The Kill,Thirty Seconds To Mars,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,79,182.99,"modern rock, post-grunge",https://i.scdn.co/image/ab67616d0000b273865b538169f199dac610b854,A Beautiful Lie
Por Ti,Belanova,spotify:track:35llmFwg3QskrzspTlGXXF,0,137.971,"latin arena pop, latin pop, mexican pop",https://i.scdn.co/image/ab67616d0000b273d09ebdb62531561f7c69f997,Dulce Beat
Quiero Ser,Menudo,spotify:track:3N2dmAfo6SIpRvKooI9U0A,34,95.997,"latin pop, puerto rican pop, ranchera",https://i.scdn.co/image/ab67616d0000b273568534da59761b9172589610,15 Años De Historia
Marinero de Luces,Isabel Pantoja,spotify:track:24UBqV1xJwNUns7nJVIbDu,52,116.568,"cancion melodica, copla, latin pop",https://i.scdn.co/image/ab67616d0000b2731ca0ac7a874f20b854d1644f,Marinero De Luces
Thomas Theme,Thomas & Friends,spotify:track:15SgAfCwXlyxMNPFgWkAlc,0,98.861,"british children's music, cartoon",https://i.scdn.co/image/ab67616d0000b273e0fe0b3299390f8364245580,Thomas' Train Yard Tracks
Jamás Te Dejaré,Rocío Dúrcal,spotify:track:4trVFwdjFZi9POY6CV3DzE,47,93.182,"cancion melodica, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b273197f6b038d119fc1f10430e3,Mis Mejores Canciones
Te Siento de Sólo Pensar,Pedro Suárez-Vértiz,spotify:track:2w1rwzelNTt9VKdh9tHGO5,50,125.98,peruvian rock,https://i.scdn.co/image/ab67616d0000b27359dc0cdec0ebc5fde5d73fcf,Póntelo en la Lengua
Me Resfrié en Brasil,Arena Hash,spotify:track:47CKeoZNpSKa2yITniKslT,0,139.197,peruvian rock,https://i.scdn.co/image/ab67616d0000b273c7beed509214ff7b4166fe00,"Peruvian Rock Anthology: Original Masterpieces, Vol. 3 (1993-2001)"
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",spotify:track:63CSozvYUEudPp12679UVF,75,122.987,norwegian hip hop,https://i.scdn.co/image/ab67616d0000b273ff1831eb17c7a83741be4d1b,Don't Worry (feat. Ray Dalton)
Perdóname,Camilo Blanes,spotify:track:7jIy2iTtT3R9JpQbYbsMji,0,114.544,,https://i.scdn.co/image/ab67616d0000b27343e40f024083c2508ad105af,Es lo que Siento
Me Bebí Tu Recuerdo,Galy Galiano,spotify:track:4qDw65LRA3tT1ZDmghkgFA,68,149.224,"musica popular colombiana, salsa colombiana, tropical",https://i.scdn.co/image/ab67616d0000b2735317627c9ca732e65174d527,Me Bebi Tu Recuerdo
Cuando Acaba el Placer (Depois do Prazer),Só Pra Contrariar,spotify:track:3u9W1EEjkOeWyyNydtGHbk,58,108.398,"axe, pagode, sertanejo, sertanejo universitario",https://i.scdn.co/image/ab67616d0000b273e58de77d62fde85d3fb6c242,Só Pra Contrariar
Mas,Diego,spotify:track:7MuBXhclokNt6htvYqqVRw,23,135.669,,https://i.scdn.co/image/ab67616d0000b2737d5a8dac6e5a496f99418292,Diego
Y no sé qué pasó,Angels,spotify:track:5dS70NILY1aObpYh2zFH7v,44,143.927,,https://i.scdn.co/image/ab67616d0000b2739e838fe08f47eec4d5957552,Siguiendo el camino
En algún lugar,Duncan Dhu,spotify:track:3UIENhLRdFIOuRan92cAQu,76,74.214,"cantautor, latin alternative, latin rock, mexican rock, rock en espanol, spanish new wave, spanish pop",https://i.scdn.co/image/ab67616d0000b273a4b46c9ca1b602ef5df37884,El Grito Del Tiempo
Casi perfectos,Roulotte,spotify:track:0Kb3v4s2f0qGijZsIWGPnh,0,148.184,,https://i.scdn.co/image/ab67616d0000b27384beb6069e696ae81dca5546,Las heridas
Kung Fu Fighting,Carl Douglas,spotify:track:40NRm1ZLvZpUSCUXAGGZ8J,70,102.034,,https://i.scdn.co/image/ab67616d0000b273eac0dad8b069a4c1356a54a1,The Soul of the Kung Fu Fighter
It's Raining Men - Single Version,The Weather Girls,spotify:track:5kErKPSPv8EgdZ04R3el1K,60,136.306,"disco, hi-nrg",https://i.scdn.co/image/ab67616d0000b273525984e1b60498957cef61aa,It's Raining Men
Footloose,Kenny Loggins,spotify:track:6W2VbtvMrDXm5vYeB7amkO,75,174.089,"album rock, classic rock, heartland rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock",https://i.scdn.co/image/ab67616d0000b27319db9ac54c80a898a179f0f1,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins"
Dancing Queen,ABBA,spotify:track:4NtUY5IGzHCaqfZemmAu56,0,100.812,"europop, swedish pop",https://i.scdn.co/image/ab67616d0000b2733c60391b048d33edff6f3d62,Arrival
Maniac - BOF Flashdance,Michael Sembello,spotify:track:45oFq8ZKV9KDhzYb2Rh1y4,0,157.738,hi-nrg,https://i.scdn.co/image/ab67616d0000b273f45505e16151674b52fb4a88,80's Pop Number 1's
The Final Countdown,Europe,spotify:track:08PP0o3TlppvLzNQPrEpvW,44,117.808,"album rock, glam metal, hard rock, rock, swedish hard rock, swedish melodic rock",https://i.scdn.co/image/ab67616d0000b2734183c30e35c581134ffc0887,Top Gun Deluxe Edition
"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,spotify:track:4YR6Dextuoc3I8nJ0XgzKI,69,173.938,"album rock, classic rock, heartland rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock",https://i.scdn.co/image/ab67616d0000b273e74fe3e17166fb970f9e84cc,The Essential Kenny Loggins
Jailhouse Rock,Elvis Presley,spotify:track:4gphxUgq0JSFv2BCLhNDiE,70,167.396,"rock-and-roll, rockabilly",https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76,Elvis' Golden Records
Callados,"Camilo Sesto, Angela Carrasco",spotify:track:10k3RAOXYP96FY4oyp1aQ4,35,147.737,"bolero, latin pop, ranchera",https://i.scdn.co/image/ab67616d0000b273c6f2e6a75694554fc1478ef1,Esencial Camilo Sesto
Una estrella en mi jardín,Mari Trini,spotify:track:1dfC7nyZsGgR74ElJWKwCe,18,101.353,"cancion melodica, pop romantico",https://i.scdn.co/image/ab67616d0000b2736b3d6e2cf381e8f547179a65,Solo Lo Mejor
El Triste,José José,spotify:track:0aTMBEfPCCkKkneU6gLmDD,69,109.313,"bolero, cancion melodica, ranchera",https://i.scdn.co/image/ab67616d0000b273c8b2336f9b45f20edfbf49dc,Jose Jose (1)
Lo Dudo,José José,spotify:track:65vU70CBDU0sQDfOWkwUEH,69,174.884,"bolero, cancion melodica, ranchera",https://i.scdn.co/image/ab67616d0000b273832993cf2104eb5d31ee6d9a,Secretos
Yo Tengo Fe - Que Todo Cambiará,Palito Ortega,spotify:track:106CA3NHjRGZUgBoNB5jdL,46,98.233,"cancion melodica, pop romantico, ranchera",https://i.scdn.co/image/ab67616d0000b273164c5c4a5e36b1eae26a6ce9,Yo Tengo Fe
Imillitay - Tinku,Los Kjarkas,spotify:track:3cE9ISX5gh6zrb5ScdvK3p,0,154.62,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b273dffaded21f99cc980a21a3a3,Génesis Aymara
El Árbol de Mi Destino - Chuntunqui,Los Kjarkas,spotify:track:06ljqL8OiNo4hnurg5MBk1,0,125.838,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b273cc35c26899b9bab6b381ccdd,Sentimiento Andino (Folclórica)
Wayayay - Live,Los Kjarkas,spotify:track:4qnulVG4noxA3qDfbchdFh,0,93.432,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b273d15bfbc8f387cb8b911b9a50,Más Alla
Kutimuy,Los Kjarkas,spotify:track:3wy4XVOnOLM8c1AeuK5Hbu,0,85.352,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b27363733b49e319d8a97e80ae9b,Lo Mejor de los Kjarkas (Bolivia)
Siempre He de Adorarte - Live,Los Kjarkas,spotify:track:3Fa7f4MsmAryK7P0XG5uxU,0,124.27,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b273d15bfbc8f387cb8b911b9a50,Más Alla
Jilguero Flores,Los Kjarkas,spotify:track:731rBsnT9n84SFvjPr1rGn,0,88.138,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b27352ac2990447a24ef1386e10c,Lo Mejor
Son Tamtas Noches,Los Kjarkas,spotify:track:1LCp6SeuxdJtXwHmsdLxAG,0,129.683,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b273578a24e1ef477f4c85383da0,"Lo Mejor de los Kjarkas, Vol. VI"
El Arbol de Mi Destino,Los Kjarkas,spotify:track:0j5oR9G7RBLBphddifsgQ7,0,126.043,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b27352ac2990447a24ef1386e10c,Lo Mejor
La Picara - Tonada,Los Kjarkas,spotify:track:16CiOzhSzyg7TrOwntr4VU,0,123.233,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b27323cca49807d3bdf7fd74cce7,Por Siempre
Tiempo al Tiempo,Los Kjarkas,spotify:track:1UbljcXavbewUt4EAHQkHm,0,147.775,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b273578a24e1ef477f4c85383da0,"Lo Mejor de los Kjarkas, Vol. VI"
Puedo Vivir Sin Tu Amor,Los Kjarkas,spotify:track:1938oikZxeeKgCNo1ep4kc,0,124.795,"charango, folklore boliviano, musica andina, tinku",https://i.scdn.co/image/ab67616d0000b27352ac2990447a24ef1386e10c,Lo Mejor
